speaker_id,utterance,emotion,v,a,d,emo_evo,start,end
Ses03M_impro03_F008,She calls you Barry?,xxx,3.5,3.0,2.5,"[['exc'], ['sur'], ['neu'], ['sur']]",56.2058,58.863
Ses03M_impro03_M009,That's my name.,xxx,4.5,2.5,3.0,"[['exc'], ['hap'], ['neu'], ['hap']]",58.36,60.1425
Ses03M_impro03_F009,"Oh, okay.  Well I call you Joe cause you're middle name Joseph.",xxx,4.5,3.5,4.0,"[['exc'], ['hap'], ['neu'], ['neu']]",59.5725,64.095
Ses03M_impro03_M010,"Barry Joe, B.J. [LAUGHTER] Oh you dirty, dirty girl. you're so dirty.",xxx,4.5,4.5,4.5,"[['exc'], ['hap'], ['exc', 'hap'], ['hap']]",63.655,71.45
Ses03M_impro03_F010,[LAUGHTER] So nasty. No you... dirty me?,exc,4.5,4.5,4.0,"[['exc'], ['hap'], ['exc'], ['hap']]",64.94,70.2428
Ses03M_impro03_F011,Okay.,xxx,4.0,2.5,2.5,"[['exc'], ['hap'], ['neu'], ['oth']]",70.8012,72.2069
Ses03M_impro03_M011,"Ah...Anyways, so she took the ring and she goes, is this real?  So I was like, of course--",exc,4.0,4.0,4.0,"[['exc'], ['hap'], ['exc'], ['hap']]",71.6292,79.4853
Ses03M_impro03_M012,Sara and I--,hap,4.0,3.5,3.5,"[['hap'], ['hap'], ['exc'], ['exc']]",79.57,82.0655
Ses03M_impro03_F012,She actually asked if it was real?  I would've probably asked the same thing considering you were in Chuck E. Cheese.,hap,4.0,3.0,4.5,"[['hap'], ['hap'], ['neu'], ['sur']]",81.5456,86.9756
Ses03M_impro03_M013,Come on. It was her birthday.,exc,4.0,3.0,3.0,"[['exc'], ['hap'], ['exc'], ['hap']]",86.2875,89.7868
Ses03M_impro03_F013,Because of Chuck E. Cheese?,xxx,4.0,3.0,3.0,"[['exc'], ['hap'], ['neu'], ['fru']]",87.0333,88.9203
Ses03M_impro03_F014,"Oh, man. How old are you? Five?",xxx,2.0,3.5,3.0,"[['hap'], ['dis'], ['neu'], ['fru']]",89.105,92.6173
Ses03M_impro03_M014,She wanted...she always wants something spontaneous.,hap,4.0,4.0,3.0,"[['hap'], ['hap'], ['exc'], ['hap']]",90.0757,94.3118
Ses03M_impro03_F015,"Yeah.  That's, you know, okay.",neu,3.0,2.5,3.0,"[['exc'], ['neu'], ['neu'], ['oth']]",92.8676,95.6211
Ses03M_impro03_M015,"I couldn't, I couldn't afford the Red Lobster. [LAUGHTER] What anyway?",hap,4.5,4.0,4.0,"[['hap'], ['hap'], ['exc'], ['hap']]",94.5043,100.2616
Ses03M_impro03_F016,"Oh god! You are damn cheap, cheap, cheap. Anyways, moving on. It's not like you're poor.  I mean your dad makes... okey",hap,2.5,4.0,4.0,"[['hap'], ['hap'], ['exc'], ['neu']]",96.595,106.0767
Ses03M_impro03_M016,So Okay then and.,hap,4.0,2.5,2.5,"[['hap'], ['hap'], ['exc'], ['oth']]",103.4965,106.2307
Ses03M_impro03_M017,"I got all the character animals to do a conga line,",hap,4.0,3.0,3.0,"[['hap'], ['hap'], ['neu'], ['hap']]",106.2307,109.6004
Ses03M_impro03_M018,"dim down the lights and uh, I got on one of the tables pulled her up.",hap,4.0,3.0,4.0,"[['hap'], ['hap'], ['neu'], ['hap']]",109.6004,115.3577
Ses03M_impro03_F017,You had the mouse?,hap,3.5,3.5,3.0,"[['hap'], ['hap'], ['exc'], ['hap']]",112.7967,115.3962
Ses03M_impro03_F018,Isn't it a rat?  It's a rat.  Chuck E. Cheese?,neu,3.0,3.0,3.5,"[['hap'], ['neu'], ['neu'], ['hap']]",115.454,119.5553
Ses03M_impro03_M019,Yeah.,hap,3.5,3.0,2.5,"[['hap'], ['hap'], ['neu'], ['hap']]",115.405,117.865
Ses03M_impro03_M020,"Chucky...I don't know.  I don't know. Anyways, I pull her up and I go, I go Sarah",hap,4.0,3.0,4.0,"[['hap'], ['hap'], ['neu'], ['exc']]",119.4205,127.3325
Ses03M_impro03_F019,Okay. [LAUGHTER],xxx,4.0,3.0,3.5,"[['exc'], ['hap'], ['neu'], ['hap']]",121.175,124.63
Ses03M_impro03_M021,"You're my guiding light, then they put on that song the I've had the time of my life, that song.",hap,4.0,4.0,4.0,"[['hap'], ['hap'], ['neu'], ['hap']]",127.415,136.4228
Ses03M_impro03_F020,Oh my God.,xxx,4.0,4.5,4.0,"[['hap'], ['sur'], ['exc'], ['sur']]",129.115,132.74
Ses03M_impro03_F021,"Okay, that is really cheesy Joe.",hap,3.0,3.0,3.5,"[['hap'], ['hap'], ['exc'], ['sur']]",134.5551,138.14
Ses03M_impro03_M022,"And I go, I want to spend the rest of my life with you.",xxx,4.0,2.5,3.5,"[['exc'], ['hap'], ['neu'], ['oth']]",136.6731,141.3521
Ses03M_impro03_F022,Oh that's kind of sweet.,hap,3.5,2.0,2.5,"[['hap'], ['hap'], ['neu'], ['hap']]",140.4664,142.8155
Ses03M_impro03_M023,And I love you baby.  And I want you to marry me.,xxx,4.0,2.5,3.5,"[['exc'], ['hap'], ['neu'], ['oth', '']]",141.5832,146.243
Ses03M_impro03_F023,"Wait, wait, wait I want you to marry me?  No, shouldn't you like be more like a question like, would you marry me?  Not like I want you to marry me.  It's like a demand.",exc,3.0,4.5,4.0,"[['exc'], ['hap'], ['exc'], ['exc']]",145.4342,153.7332
Ses03M_impro03_F024,"You marry me. I man I Jane, you Tarzan.",exc,3.5,4.5,4.0,"[['exc'], ['hap'], ['exc'], ['fru']]",153.7525,157.7825
Ses03M_impro03_M024,"No. Well that's what I said, spur of the moment--and she goes, she goes,",xxx,4.5,3.5,4.0,"[['exc'], ['hap'], ['exc', 'hap'], ['hap']]",153.1425,160.345
Ses03M_impro03_M025,sure.  And that was it.,xxx,4.5,3.0,3.5,"[['exc'], ['hap'], ['neu'], ['hap']]",160.7036,165.73
Ses03M_impro03_F025,She said sure?,hap,3.5,3.0,2.0,"[['hap'], ['hap'], ['neu'], ['hap']]",164.6702,166.7882
Ses03M_impro03_F026,Sure?  Who says sure?  You say yes...I don't like--,hap,2.0,3.5,4.0,"[['hap'], ['hap'], ['neu'], ['sur']]",166.8267,170.543
Ses03M_impro03_M026,"Yeah, she goes--",xxx,4.0,2.5,3.0,"[['exc'], ['hap'], ['neu'], ['hap']]",166.0758,168.0398
Ses03M_impro03_M027,Cause she was a little confused at first but then she said yes.,xxx,3.5,3.0,3.0,"[['exc'], ['hap'], ['neu'], ['hap']]",169.7728,174.2015
Ses03M_impro03_F027,How long have you guys been going out?,hap,2.5,3.0,3.5,"[['hap'], ['hap'], ['neu'], ['oth']]",172.3145,174.6251
Ses03M_impro03_M028,About two and a half weeks.,neu,3.0,3.0,2.0,"[['hap'], ['neu'], ['neu'], ['hap']]",174.3362,178.6301
Ses03M_impro03_F028,What?,sur,2.5,2.0,3.0,"[['hap'], ['sur'], ['sur'], ['sur']]",177.9947,180.065
Ses03M_impro03_M029,Two and ...  We love each other. Yeah.,hap,4.0,3.5,4.0,"[['hap'], ['hap'], ['exc'], ['exc']]",179.4389,184.8303
Ses03M_impro03_F029,What?,sur,3.0,4.5,4.0,"[['hap'], ['sur'], ['sur'], ['sur']]",181.2,183.3925
Ses03M_impro03_F030,Okay.  I haven't seen you in about two and a half years and I come back and you're getting engaged to somebody you only knew for,sur,2.0,3.5,4.0,"[['hap'], ['sur'], ['exc', 'sur'], ['fru']]",184.3138,191.7622
Ses03M_impro03_M030,"You got to meet her, she's wonderful.",hap,3.0,2.5,3.5,"[['hap'], ['hap'], ['neu'], ['exc', 'hap']]",190.395,193.3989
Ses03M_impro03_F031,"No, no, no.  You don't get married in two and a half weeks.  It doesn't work that way.  You don't even have sex----in two and a half weeks.",xxx,2.0,4.5,4.5,"[['hap'], ['sur'], ['exc'], ['fru']]",191.7622,197.558
Ses03M_impro03_M031,She just graduated from high school and----she's planning to apply for colleges----and stuff.She's so great.  She has so much life and energy and stuff.,hap,4.0,3.0,4.0,"[['hap'], ['hap'], ['neu'], ['hap']]",194.5349,204.952
Ses03M_impro03_F032,What? Oh my god.,xxx,1.5,4.5,4.5,"[['hap'], ['sur'], ['exc'], ['sur']]",197.8275,201.3512
Ses03M_impro03_F033,She must be hot.,hap,2.0,3.0,3.5,"[['hap'], ['hap'], ['exc'], ['fru']]",202.1985,204.8025
Ses03M_impro03_F034,"Yeah, that's it.  She's hot and you are- getting married.",xxx,2.5,3.5,3.5,"[['hap'], ['neu'], ['exc'], ['dis']]",205.3756,208.6489
Ses03M_impro03_M032,"Yeah, she is good-looking.",hap,3.5,2.5,3.0,"[['hap'], ['hap'], ['neu'], ['hap']]",206.3191,208.5912
Ses03M_impro03_F035,I cannot believe you.  Why do you want to get married?  You're a boy.  You're a little boy.,xxx,2.0,3.5,4.0,"[['hap'], ['sur'], ['exc'], ['fru']]",208.6489,212.77
Ses03M_impro03_M033,I'm twenty eight years old.,neu,2.0,3.0,3.5,"[['exc'], ['neu'], ['neu'], ['hap']]",212.315,214.4833
Ses03M_impro03_F036,You still act like a boy.  And men take a lot longer to grow----I will tell you.,neu,2.0,3.0,4.5,"[['hap'], ['neu'], ['neu'], ['fru']]",213.795,217.9375
Ses03M_impro03_M034,Well that's why I'm dating someone who's just eighteen years old. Jesus. I think she's ready to have kids already.,xxx,4.0,3.0,3.0,"[['exc'], ['hap'], ['neu'], ['hap']]",216.0044,223.1096
Ses03M_impro03_F037,Oh man.,xxx,2.5,2.5,2.5,"[['exc'], ['sad'], ['neu'], ['fru']]",218.0262,220.4331
Ses03M_impro03_F038,What?  Eighteen?,xxx,1.5,3.5,3.5,"[['exc'], ['sur'], ['exc', 'sur'], ['sur']]",221.8425,224.2503
Ses03M_impro03_M035,I'm so excited.  It's going to be great.,exc,4.5,4.0,3.5,"[['exc'], ['exc'], ['exc', 'hap'], ['exc']]",223.2829,226.7082
Ses03M_impro03_F039,I can't believe you.  I can't believe it.  Well I'm going to be there.  I'll be at that wedding but I'll be in the back.,xxx,2.0,3.5,4.0,"[['hap'], ['sur'], ['exc'], ['oth']]",226.0364,231.7551
Ses03M_impro03_M036,She just...she just...we're in a good position too.  She just got promoted to assistant manager at Jack In The Box,xxx,4.0,3.0,3.5,"[['exc'], ['hap'], ['neu'], ['hap']]",230.0029,237.0888
Ses03M_impro03_M037,-and so... yeah.,xxx,4.0,2.5,3.0,"[['exc'], ['hap'], ['neu'], ['hap']]",237.165,240.015
Ses03M_impro03_F040,Wow. Very promising.  Yeah.  Very promising future and what are you doing?,xxx,2.5,3.5,4.0,"[['hap'], ['ang'], ['neu'], ['oth']]",238.0125,243.9437
Ses03M_impro03_M038,I'm still working at my parents' restaurant. Busing tables.,neu,4.0,2.5,3.0,"[['hap'], ['neu'], ['neu'], ['hap']]",243.1157,248.5775
Ses03M_impro03_F041,Alright. Yeah.  Have a kid.  Make a beautiful life.,xxx,3.0,3.5,4.0,"[['hap'], ['ang'], ['neu'], ['ang']]",246.6175,250.565
Ses03M_impro03_M039,Oh that's great. My mom said we can move in with her again if we run out of money.,hap,4.0,3.0,3.0,"[['hap'], ['hap'], ['neu'], ['hap']]",249.9128,255.0346
Ses03M_impro03_F042,"You, You are too much, I can't handle it.",xxx,3.0,3.0,3.0,"[['hap'], ['dis'], ['neu'], ['oth']]",254.3029,260.5801
Ses03M_impro03_M040,I'm so happy.,xxx,5.0,4.5,4.0,"[['hap'], ['exc'], ['exc', 'hap'], ['exc']]",255.2849,261.6584
Ses03M_impro08b_F000,Hello.,xxx,2.0,2.0,3.0,"[['sad'], ['ang'], ['fru'], ['fru']]",12.94,15.58
Ses03M_impro08b_M000,Hello?,neu,3.0,3.0,3.0,"[['neu'], ['neu'], ['neu'], ['neu']]",15.12,17.52
Ses03M_impro08b_F001,Oh God I finally got...you know how long I've been waiting on line?  You put on hold for like five hours.  Geez.,fru,1.5,4.0,4.5,"[['fru', 'sad'], ['ang'], ['fru'], ['fru']]",17.54,25.32
Ses03M_impro08b_M001,I'm sorry ma'am.  What's the nature of your problem?  But first can I get you to tell me your first and last name?,neu,2.5,3.5,3.5,"[['neu'], ['neu'], ['neu'], ['neu']]",24.13,31.92
Ses03M_impro08b_F002,I've already been through this five times with these people.  I've been calling every single day.,fru,1.5,3.5,4.5,"[['fru'], ['fru'], ['fru'], ['fru']]",30.88,36.94
Ses03M_impro08b_M002,I know I just need to verify every time.  I'm sorry.,neu,2.5,2.5,3.0,"[['neu'], ['neu'], ['neu'], ['neu']]",34.92,39.08
Ses03M_impro08b_F003,Olivia Brown.,fru,2.0,3.0,3.5,"[['fru'], ['ang'], ['fru'], ['fru']]",37.94,42.03
Ses03M_impro08b_M003,Alright Ms. Brown what's the nature of your problem?,neu,3.0,2.5,3.0,"[['neu'], ['neu'], ['neu'], ['neu']]",42.08,45.59
Ses03M_impro08b_F004,Well my phone isn't working and it hasn't been working for the last five days.,fru,1.5,4.5,4.5,"[['ang'], ['fru'], ['fru'], ['ang']]",44.69,49.21
Ses03M_impro08b_M004,Oh.  I'm sorry. Um- Did you drop it in water?,neu,2.0,2.5,3.0,"[['fru'], ['neu'], ['neu'], ['neu']]",48.48,52.79
Ses03M_impro08b_F005,"Yeah, yeah, yeah you better be sorry.",ang,1.5,3.5,4.0,"[['ang'], ['ang'], ['fru'], ['ang']]",49.65,52.01
Ses03M_impro08b_F006,No I did not drop my phone in water.  I'm not five years old and just dropped my phone anywhere I see it.  Okay this is my business.,ang,1.5,2.5,4.0,"[['ang'], ['ang'], ['fru'], ['fru']]",52.26,58.7975
Ses03M_impro08b_F007,Okay?  And it [GARBAGE]. My business is failing because my phone isn't working and I don't have a land line and I really can't handle this right now.,fru,2.0,4.0,4.5,"[['fru'], ['ang'], ['fru'], ['fru']]",58.86,65.3
Ses03M_impro08b_M005,"Um- well it's probably easy.  Can you any more symptoms either you're not receiving calls----ok, you're not receiving calls, not getting calls.",neu,3.0,3.0,4.0,"[['neu'], ['neu'], ['neu'], ['neu']]",64.77,75.67
Ses03M_impro08b_F008,"the symptoms- This [GARBAGE] a doctor's office. I'm not receiving calls...I can't receive- no, it's, it cuts me off--",fru,1.5,3.5,4.5,"[['fru'], ['ang'], ['fru'], ['ang']]",69.82,77.46
Ses03M_impro08b_M006,Is the phone turned on?,neu,2.5,2.5,3.5,"[['fru'], ['neu'], ['neu'], ['neu']]",75.98,78.5
Ses03M_impro08b_F009,Yes the phone turns on.  No I mean I'm using it not turning on the phone.  Of course it turns on.,fru,1.5,3.5,4.0,"[['fru'], ['ang'], ['fru'], ['fru']]",78.18,83.7
Ses03M_impro08b_M007,"Well, um- okay.  Your sim card is in- didn't fall out-",neu,2.5,3.0,3.5,"[['neu'], ['neu'], ['neu'], ['neu']]",83.15,88.98
Ses03M_impro08b_F010,No- I don't have a sim card because it's Verizon and you guys don't use sim cards.,fru,2.0,3.5,4.5,"[['fru'], ['ang'], ['fru'], ['fru']]",86.87,93.38
Ses03M_impro08b_M008,Alright.  Um- Well that could be the problem. cause--,neu,2.5,2.5,3.0,"[['neu'], ['neu'], ['neu'], ['neu']]",92.73,98.39
Ses03M_impro08b_M009,you might have an older phone where we would use sim cards but probably not.,neu,3.0,3.0,3.0,"[['neu'], ['neu'], ['neu'], ['neu']]",98.5,106.5
Ses03M_impro08b_F011,"Okay no.  Sir, this is the deal.  My phone isn't working and I don't care what the problem is but it needs to work.  That's why I'm paying you guys to fix it.",fru,1.5,4.0,4.5,"[['fru'], ['fru'], ['fru'], ['ang']]",104.39,114.79
Ses03M_impro08b_M010,Okay.  How about this we'll send you a brand new camera phone with palm pilot-- and-,neu,3.0,3.5,4.0,"[['fru'], ['neu'], ['neu'], ['oth']]",113.68,122.84
Ses03M_impro08b_F012,I don't know even how to use that stuff it's too complicated.  I just want my flip phone to work----that's all I need,fru,2.0,4.0,4.0,"[['ang'], ['fru'], ['fru'], ['ang']]",120.26,126.69
Ses03M_impro08b_M011,"So we'll send it- And we'll give you, how about a free year's service?",neu,3.0,3.0,3.0,"[['fru'], ['neu'], ['neu'], ['neu']]",123.0,130.19
Ses03M_impro08b_F013,"Look, I am on the road all the time.  Do you understand how important?  I'm a woman, a single mother by herself working...what?",fru,1.5,4.0,4.5,"[['ang'], ['fru'], ['fru'], ['ang']]",127.63,135.86
Ses03M_impro08b_M012,Tell them my name.  My name is Brent Backersen.,neu,3.0,2.5,4.0,"[['fru'], ['neu'], ['neu'], ['neu']]",132.68,138.85
Ses03M_impro08b_F014,"Brent Backersen, I am writing this down, Brent Backersen.  Alright.",fru,2.0,3.5,4.0,"[['fru'], ['ang'], ['fru'], ['fru']]",138.34,142.61
Ses03M_impro08b_M013,Okay.  Tell them my - my ID number is two one three five.,neu,3.0,3.0,3.0,"[['fru'], ['neu'], ['neu'], ['neu']]",142.13,146.51
Ses03M_impro08b_M014,"Tell them that.  You can go in, get a brand new phone, they'll hook you up with service even give you a free three months--",neu,3.0,2.5,4.0,"[['fru'], ['neu'], ['neu'], ['neu']]",146.55,153.83
Ses03M_impro08b_F015,"I, I, I don't want a contract. Okay. I don't want any contracts.",fru,1.5,4.0,4.0,"[['fru'], ['ang'], ['fru'], ['oth']]",151.39,155.52
Ses03M_impro08b_M015,It will be free.  No contract okay?,neu,2.5,3.5,4.0,"[['fru'], ['neu'], ['neu'], ['neu']]",154.71,157.39
Ses03M_impro08b_F016,Really?  No contract?,fru,2.5,3.0,2.5,"[['fru'], ['ang'], ['fru'], ['oth']]",156.72,158.38
Ses03M_impro08b_M016,"Go in there, yeah, go in there.  Tell them Brent Backersen sent you.",neu,3.0,3.0,3.0,"[['fru'], ['neu'], ['neu'], ['neu']]",157.48,160.87
Ses03M_impro08b_F017,I want the best freaking camera phone there is though.  I want the really good kind--,xxx,2.0,3.5,4.5,"[['fru'], ['ang'], ['neu'], ['oth']]",160.45,165.96
Ses03M_impro08b_M017,"the top of the line camera phone, game boy, anything you want. For free. And palm pilot.",neu,3.0,3.0,3.5,"[['fru'], ['neu'], ['neu'], ['neu']]",164.97,170.84
Ses03M_impro08b_F018,And palm pilot.,xxx,2.0,3.5,3.5,"[['fru'], ['ang'], ['neu'], ['oth']]",168.03,169.75
Ses03M_impro08b_F019,And charger and accessories and I want a cover that's pink.,xxx,2.5,3.5,4.5,"[['fru'], ['ang'], ['neu'], ['fru']]",170.26,174.57
Ses03M_impro08b_M018,They might only have orange.,neu,3.0,2.5,3.0,"[['fru'], ['neu'], ['neu'], ['neu']]",174.59,177.5
Ses03M_impro08b_F020,no,xxx,2.0,2.5,3.0,"[['fru'], ['ang'], ['neu'], ['neu']]",176.8925,178.0375
Ses03M_impro08b_M019,"Okay.  They can figure out pink for you.  So go in there and just tell them that and they'll hook you up with other goodies, stuff like that free service, no contract, no nothing.  Just for being a good customer",neu,3.0,3.5,4.0,"[['fru'], ['neu'], ['neu'], ['neu']]",178.1425,188.83
Ses03M_impro08b_M020,and battling through with us.,neu,3.0,2.5,3.0,"[['fru'], ['neu'], ['neu'], ['neu']]",188.85,191.06
Ses03M_impro08b_F021,"Alright. Well-  I guess - I guess that's okay but,",neu,2.5,3.0,3.0,"[['fru'], ['neu'], ['neu'], ['neu']]",192.12,196.91
Ses03M_impro08b_F022,you better promise me.,xxx,2.5,2.5,3.5,"[['fru'], ['ang'], ['neu'], ['oth']]",197.06,199.19
Ses03M_impro08b_M021,Yes.  You just tell them Brent Backersen sent you.,neu,3.0,2.5,3.0,"[['fru'], ['neu'], ['neu'], ['neu']]",198.82,201.91
Ses03M_impro08b_F023,Okay.,neu,3.0,2.5,2.5,"[['fru'], ['neu'], ['neu'], ['neu']]",203.4325,204.7875
Ses03M_impro08b_M022,Alright?  Great.  Have a nice evening.,neu,3.5,3.0,3.5,"[['fru'], ['neu'], ['neu'], ['neu']]",204.39,208.88
Ses03M_impro08b_F024,Alright Thanks.,neu,4.0,2.5,2.5,"[['fru'], ['neu'], ['neu'], ['neu']]",207.0,209.66
Ses03M_script03_2_M000,Yes.  The real cause of that rile was Peter Burden.,neu,4.0,2.5,4.0,"[['fru'], ['neu'], ['neu']]",8.0977,13.9803
Ses03M_script03_2_F000,"Oh, come on, you knew there was nothing in that.",neu,3.0,4.0,3.5,"[['fru'], ['neu'], ['neu']]",13.4546,16.7831
Ses03M_script03_2_M001,I knew nothing of the sort.  You took presents from him.,xxx,2.0,3.0,3.5,"[['fru'], ['ang'], ['neu']]",16.1538,19.1187
Ses03M_script03_2_F001,Presents?  A trivial little broach.,ang,2.0,3.5,4.0,"[['ang'], ['ang'], ['neu']]",18.6039,21.6976
Ses03M_script03_2_M002,Mmm Hmm.  I remember it well.  Bristling with diamonds in the worst possible taste.,xxx,2.5,3.0,4.0,"[['ang'], ['dis'], ['neu']]",20.701,27.719
Ses03M_script03_2_F002,Not at all.  It was very pretty.  I still have it and I wear it often.,xxx,2.5,3.5,3.5,"[['ang'], ['hap'], ['neu']]",26.7431,30.845
Ses03M_script03_2_M003,You went out of your way to torture me over Peter Burden.,ang,2.5,2.5,3.5,"[['ang'], ['ang'], ['neu']]",30.2521,33.8442
Ses03M_script03_2_F003,No I didn't.  You made up the whole thing in your jealous imagination.,neu,2.0,2.0,3.5,"[['fru'], ['neu'], ['neu']]",33.3721,37.7493
Ses03M_script03_2_M004,You must admit he was in love with you.,ang,2.5,3.5,3.5,"[['ang'], ['ang'], ['oth']]",36.6927,39.7718
Ses03M_script03_2_F004,Just a little perhaps but nothing serious.,neu,3.5,3.5,3.5,"[['fru'], ['neu'], ['neu']]",39.2436,42.5038
Ses03M_script03_2_M005,You let him kiss you. You said so.  What of it?,ang,2.0,3.5,4.5,"[['ang'], ['ang'], ['oth']]",42.1416,46.0325
Ses03M_script03_2_F005,Well what of it?,xxx,2.0,3.0,3.0,"[['fru'], ['sur'], ['neu']]",43.3641,44.9641
Ses03M_script03_2_F006,"Well it didn't harm him, in fact, it pleasured him a lot and it didn't hurt me.",neu,2.0,3.5,3.0,"[['fru'], ['neu'], ['neu']]",45.281,49.7035
Ses03M_script03_2_M006,And what about me?,ang,2.0,3.0,4.0,"[['ang'], ['ang'], ['oth']]",48.9035,51.5575
Ses03M_script03_2_F007,"Well, if you hadn't been so suspicious and nosey you would've never known anything.",xxx,2.0,4.0,4.0,"[['fru'], ['ang'], ['neu']]",50.8657,56.1425
Ses03M_script03_2_M007,"Oh, that's a nice point of view I must say.",ang,2.0,2.5,4.0,"[['ang'], ['ang'], ['oth']]",55.5749,58.6389
Ses03M_script03_2_F008,"Look, I'm bored with this conversation.",xxx,2.0,3.5,3.5,"[['ang'], ['fru'], ['oth']]",57.9295,62.8954
Ses03M_script03_2_M008,"Yeah, so am I.  Bored stiff.",ang,2.0,2.5,3.0,"[['ang'], ['ang'], ['neu']]",62.25,65.1745
Ses03M_script03_2_M009,You want some brandy?,neu,3.0,3.0,3.5,"[['ang'], ['neu'], ['neu']]",65.2198,67.1065
Ses03M_script03_2_F009,No thanks.,xxx,2.0,2.5,3.0,"[['sad'], ['neu'], ['oth']]",66.8046,68.2989
Ses03M_script03_2_M010,I'll have a little I think.,neu,3.0,2.5,3.0,"[['ang'], ['neu'], ['neu']]",67.6025,69.9441
Ses03M_script03_2_F010,I don't know why you want it.  You've already had two glasses.,ang,2.5,2.5,3.5,"[['ang'], ['ang'], ['oth']]",69.2498,72.9025
Ses03M_script03_2_M011,No particular reason.  Anyhow they were very small ones.,ang,2.5,3.0,3.0,"[['ang'], ['ang'], ['oth']]",72.2685,76.4495
Ses03M_script03_2_F011,I don't see what you have to go on and on with this kind of thing.,ang,2.0,4.0,3.5,"[['ang'], ['ang'], ['oth']]",75.7401,80.1927
Ses03M_script03_2_M012,Oh my...just because I just...okay...,ang,2.0,3.0,4.0,"[['ang'], ['ang'], ['fru', 'oth']]",79.4984,84.7208
Ses03M_script03_2_M013,...having three small minute liquor glasses in the evening is hardly going on and on and on.,xxx,2.0,3.0,4.5,"[['ang'], ['fru'], ['neu']]",84.7575,91.4828
Ses03M_script03_2_F012,It's become a habit with you.,neu,3.0,2.5,3.5,"[['fru'], ['neu'], ['neu']]",90.5923,93.6865
Ses03M_script03_2_M014,You needn't be so grand just because you don't happen to want any yourself at the moment.,ang,2.0,2.5,3.5,"[['ang'], ['ang'], ['oth']]",93.0827,98.0335
Ses03M_script03_2_F013,Don't be so stupid.,xxx,2.0,2.5,3.0,"[['fru'], ['ang'], ['oth']]",97.2788,99.6334
Ses03M_script03_2_M015,Really Amanda.,fru,2.0,3.0,4.0,"[['fru'], ['ang'], ['fru']]",98.773,100.6598
Ses03M_script03_2_F014,What?,ang,1.5,3.0,4.5,"[['ang'], ['ang'], ['oth']]",100.1617,101.8522
Ses03M_script03_2_M016,Nothing.,fru,3.0,2.5,3.0,"[['fru'], ['ang'], ['fru']]",101.822,103.7992
Ses03M_script03_2_F015,[BREATHING],xxx,2.5,2.5,3.0,"[['sad', 'ang'], ['fru'], ['oth']]",103.69,105.2215
Ses03M_script03_2_M017,Going out somewhere dear?,fru,3.0,3.0,3.5,"[['fru'], ['neu'], ['fru']]",106.7475,109.09
Ses03M_script03_2_F016,"No, just making myself beautiful for you.",neu,2.0,3.0,2.5,"[['ang'], ['neu'], ['neu']]",108.475,112.5225
Ses03M_script03_2_M018,That reply has broken my heart.,xxx,3.0,2.5,3.0,"[['fru'], ['ang'], ['neu']]",112.14,114.9988
Ses03M_script03_2_F017,That's the woman's job to lure the man.  Watch me a moment won't you?,neu,3.0,3.0,3.5,"[['fru'], ['neu'], ['neu']]",114.64,120.155
Ses03M_script03_2_M019,Actually that's perfectly true.,neu,3.5,3.0,3.0,"[['fru'], ['neu'], ['neu']]",119.6476,122.8324
Ses03M_script03_2_F018,No it isn't.,xxx,2.0,3.0,3.0,"[['fru'], ['neu'], ['oth']]",122.2437,124.6134
Ses03M_script03_2_M020,Yes it is.,neu,3.5,3.0,3.0,"[['fru'], ['neu'], ['neu']]",123.9946,126.0926
Ses03M_script03_2_F019,"Oh, be quiet.",xxx,2.0,3.5,3.0,"[['ang'], ['fru'], ['oth']]",125.8209,128.35
Ses03M_script03_2_F020,I think you should have some more brandy...,xxx,2.5,3.0,3.5,"[['ang'], ['fru'], ['oth']]",132.6584,135.662
Ses03M_script03_2_M021,I think that,neu,3.0,2.5,2.5,"[['fru'], ['neu'], ['neu']]",139.209,141.8655
Ses03M_script03_2_F021,...cause really,xxx,2.0,2.5,3.0,"[['fru'], ['ang'], ['neu']]",135.9035,137.3676
Ses03M_script03_2_F022,it doesn't seem to be working on you.,xxx,2.5,3.0,3.0,"[['fru'], ['ang'], ['neu']]",137.3978,139.4656
Ses03M_script03_2_M022,"perhaps maybe you should've had more brandy, it might've made you a little less disagreeable.",xxx,3.0,3.5,3.0,"[['fru'], ['ang'], ['oth']]",141.941,147.4925
Ses03M_script03_2_F023,Well it really hasn't worked wonders with you.,xxx,2.0,3.5,4.5,"[['fru'], ['ang'], ['oth']]",147.4502,151.0925
Ses03M_script03_2_M023,"Hmm, snap, snap, snap like a little adder.",xxx,2.5,3.0,4.5,"[['fru'], ['ang'], ['oth']]",150.5293,154.605
Ses03M_script03_2_F024,"Adders don't snap, they sting.",ang,2.5,3.5,4.0,"[['ang'], ['ang'], ['neu']]",154.1425,156.7227
Ses03M_script03_2_M024,Yes they do.  They have a bag of venom behind their fangs and they snap.,xxx,2.5,3.0,3.5,"[['fru'], ['ang'], ['oth']]",156.0385,160.025
Ses03M_script03_2_F025,They sting.,ang,1.5,4.0,4.5,"[['ang'], ['ang'], ['oth']]",159.4949,161.2911
Ses03M_script03_2_M025,They snap.,fru,2.0,3.0,4.5,"[['fru'], ['ang'], ['fru']]",160.7628,162.0759
