speaker,uttID,utterance,emotion,sentiment,non_con_out,con_out,con_out_mean,match,con_match,EDA,Cor_EDA,all_match
b'Ses03M_impro08a_F009',Ses03M_impro08a_F009,"b""That is I am paying you guys for service and I'm not getting any service.  I get, I get just dropped calls all the time and now it's completely not working at all.  I can't even call out, nine one one probably wouldn't even work.""",fru,sentiment,sd,sd,sd,NotMatch,NotConMatch,sd,sd,AllMatch
b'Ses03M_impro08a_M007',Ses03M_impro08a_M007,"b""I understand--we're not-""",neu,sentiment,ba,sd,sd,NotMatch,ConMatch,sd,sd,NotMatch
b'Ses03M_impro08a_M008',Ses03M_impro08a_M008,"b""No.  Okay.  We're not charging you for any of these months.  We're going to give you three months free.""",neu,sentiment,sd,^q,^q,NotMatch,ConMatch,^q,^q,NotMatch
b'Ses03M_impro08a_F010',Ses03M_impro08a_F010,"b""Well you better.  You better give me a whole freaking new phone that's what you better do.""",fru,sentiment,sv,sv,sv,NotMatch,NotConMatch,sv,sv,AllMatch
b'Ses03M_impro08a_M009',Ses03M_impro08a_M009,b'We can give you a new phone--',neu,sentiment,sd,sd,sd,NotMatch,NotConMatch,sd,sd,AllMatch
b'Ses03M_impro08a_F011',Ses03M_impro08a_F011,b'I want a camera phone actually.',fru,sentiment,sd,sd,sd,NotMatch,NotConMatch,sd,sd,AllMatch
b'Ses03M_impro08a_M010',Ses03M_impro08a_M010,b'We can do that.  We can do that.  You just have to sign a one-year contract though with the--',neu,sentiment,sd,sd,sd,NotMatch,NotConMatch,sd,sd,AllMatch
b'Ses03M_impro08a_F012',Ses03M_impro08a_F012,"b""No, no, no...  I'm done with these contract business because this is what can happen.""",fru,sentiment,sd,sd,sv,Match,NotConMatch,sd,sd,NotMatch
b'Ses03M_impro08a_F013',Ses03M_impro08a_F013,"b""You sign the contract and then down the line the phone doesn't work and you're stuck, you can't go to a new...no.  No contracts for me.  You give me a new phone.""",ang,sentiment,sd,sv,sd,Match,NotConMatch,sd,sd,NotMatch
b'Ses03M_impro08a_M011',Ses03M_impro08a_M011,"b""Besides, it's sort of out of hands at the moment----The whole electrical power outage.""",fru,sentiment,sv,sd,sv,Match,NotConMatch,sv,sv,NotMatch
b'Ses03M_impro08a_F014',Ses03M_impro08a_F014,b'I want to talk to a supervisor',ang,sentiment,sd,sd,sd,NotMatch,NotConMatch,sd,sd,AllMatch
b'Ses03M_impro08a_F015',Ses03M_impro08a_F015,"b""I would like to talk to your supervisor.  Obviously you're incompetent and don't understand what I'm asking.""",ang,sentiment,sd,sd,sd,NotMatch,NotConMatch,sd,sd,AllMatch
b'Ses03M_impro08a_M012',Ses03M_impro08a_M012,"b""Um- Let me connect you to my supervisor.  Actually, he's out right now so I'm supervisor until he comes back. Um-""",neu,sentiment,sd,sd,sd,NotMatch,NotConMatch,sd,sd,AllMatch
b'Ses03M_impro08a_F016',Ses03M_impro08a_F016,b'What?',fru,sentiment,br,qw,br,Match,NotConMatch,br,br,NotMatch
b'Ses03M_impro08a_M013',Ses03M_impro08a_M013,"b'So you could----speak with me some more, you could call back later on maybe.'",neu,sentiment,sd,sd,sd,NotMatch,NotConMatch,sd,sd,AllMatch
b'Ses03M_impro08a_F017',Ses03M_impro08a_F017,"b""That's ridiculous.  You know?""",fru,sentiment,sv,sv,sv,NotMatch,NotConMatch,sv,sv,AllMatch
b'Ses03M_impro08a_F018',Ses03M_impro08a_F018,"b""No I don't want to call back, you put me on hold for like hours and hours----and it's money, money, money, money and out of my pocket, out of my pocket--""",fru,sentiment,sd,sd,sd,NotMatch,NotConMatch,sd,sd,AllMatch
b'Ses03M_impro08a_M014',Ses03M_impro08a_M014,"b""I didn't put you on hold.""",fru,sentiment,sd,sd,sd,NotMatch,NotConMatch,sd,sd,AllMatch
b'Ses03M_impro08a_M015',Ses03M_impro08a_M015,"b""There are a lot of people calling us having problems.  Every phone company is having the same problems ma'am""",fru,sentiment,sd,sd,sd,NotMatch,NotConMatch,sd,sd,AllMatch
b'Ses03M_impro08a_F019',Ses03M_impro08a_F019,b'Every phone...every single phone company?',fru,sentiment,sd,qy,sd,Match,NotConMatch,sd,sd,NotMatch
b'Ses03M_impro08a_M016',Ses03M_impro08a_M016,"b""Mmm hmmm.  Mmm hmmm.  The power outages, everything, hurricane Katrina. Everything's really messed up.""",neu,sentiment,sd,^q,sd,Match,NotConMatch,sd,sd,NotMatch
b'Ses03M_impro08a_F020',Ses03M_impro08a_F020,"b""This is ridiculous.Well what are we supposed to do?  We starve then because I can't use my phone cause""",ang,sentiment,sv,qh,sv,Match,NotConMatch,sv,sv,NotMatch
b'Ses03M_impro08a_F021',Ses03M_impro08a_F021,"b""I am a realtor and this is my business.  People are calling me all the time but you know, and I don't have a land line.  I can't afford to have a land line""",ang,sentiment,sd,sd,sd,NotMatch,NotConMatch,sd,sd,AllMatch
b'Ses03M_impro08a_M017',Ses03M_impro08a_M017,"b""don't you-""",neu,sentiment,%,sd,sd,NotMatch,ConMatch,sd,sd,NotMatch
b'Ses03M_impro08a_M018',Ses03M_impro08a_M018,"b""I'm really sorry ma'am.  There's not----a lot we can do for it.""",neu,sentiment,sd,sd,sd,NotMatch,NotConMatch,sd,sd,AllMatch
b'Ses03M_impro08a_F022',Ses03M_impro08a_F022,b'That you better be sorry.',ang,sentiment,sv,sv,sv,NotMatch,NotConMatch,sv,sv,AllMatch
b'Ses03M_impro08a_F023',Ses03M_impro08a_F023,"b""Well you're not helping me at all.  God this is so frustrating.""",fru,sentiment,sv,sv,sv,NotMatch,NotConMatch,sv,sv,AllMatch
b'Ses03M_impro08a_M019',Ses03M_impro08a_M019,"b'What I can do for you, if you want to make a call right now I could contact you through our computer.  I can call through my phone and you can speak through me.'",neu,sentiment,sd,sd,sd,NotMatch,NotConMatch,sd,sd,AllMatch
b'Ses03M_impro08a_F024',Ses03M_impro08a_F024,"b""What?  No.  That's way too complicated.  Look--""",fru,sentiment,sv,sv,sv,NotMatch,NotConMatch,sv,sv,AllMatch
b'Ses03M_impro08a_F025',Ses03M_impro08a_F025,"b""you need to fix my phone.  I don't care what you have to do--""",fru,sentiment,sd,sd,sv,Match,NotConMatch,sd,sd,NotMatch
b'Ses03M_impro08a_M020',Ses03M_impro08a_M020,"b""I'm sorry it has to do with an electrical power outage and stuff--""",neu,sentiment,sd,sd,sv,Match,NotConMatch,sd,sd,NotMatch
b'Ses03M_impro08a_F026',Ses03M_impro08a_F026,"b""Well then go up the freaking pole and fix it like, you need to help me.  You don't understand I'm in dire, dire need of a phone right now.""",xxx,sentiment,sd,^q,ad,NotMatch,NotConMatch,^q,CORRECT,NotMatch
b'Ses03M_impro08a_M021',Ses03M_impro08a_M021,"b""Well, okay I'm going to give you a free phone card that you can use at any payphone and that's on us. Okay?""",neu,sentiment,sd,sd,sd,NotMatch,NotConMatch,sd,sd,AllMatch
b'Ses03M_impro08a_F027',Ses03M_impro08a_F027,"b""Yeah yeah, woman going out in South Central on the payphone at night.  Oh that's real safe.""",fru,sentiment,sd,sv,sv,NotMatch,ConMatch,sv,sv,NotMatch
b'Ses03M_impro08a_M022',Ses03M_impro08a_M022,"b""I'm, I'm sorry you chose to live there um--""",neu,sentiment,sd,sd,sd,NotMatch,NotConMatch,sd,sd,AllMatch
b'Ses03M_impro08a_F028',Ses03M_impro08a_F028,"b""No, no, no.  I didn't choose to live here.  I work there.  Okay?  Yeah. work work work""",fru,sentiment,sd,sd,^q,Match,NotConMatch,sd,sd,NotMatch
b'Ses03M_impro08a_M023',Ses03M_impro08a_M023,"b""Well I'm sure maybe there's a phone at work you could use.""",neu,sentiment,sv,sv,sv,NotMatch,NotConMatch,sv,sv,AllMatch
b'Ses03M_impro08a_F029',Ses03M_impro08a_F029,"b""We can't call out.  We can't make out-- line.  I don't work, I work at another office.""",fru,sentiment,sd,sd,sd,NotMatch,NotConMatch,sd,sd,AllMatch
b'Ses03M_impro08a_F030',Ses03M_impro08a_F030,b'A law firm.  Thank you very much.',fru,sentiment,sd,sd,sd,NotMatch,NotConMatch,sd,sd,AllMatch
b'Ses03M_impro08a_M024',Ses03M_impro08a_M024,b'All right um--',neu,sentiment,fc,"fo_o_fw_""_by_bc",b,NotMatch,NotConMatch,"fo_o_fw_""_by_bc",CORRECT,NotMatch
b'Ses03M_impro08a_F031',Ses03M_impro08a_F031,"b""I work out of my home as a realtor and because I don't have a land line, I need a phone and because of now I don't have one I don't know what to do.  And you're not helping me at all.""",fru,sentiment,sd,sd,sd,NotMatch,NotConMatch,sd,sd,AllMatch
b'Ses03M_impro08a_F032',Ses03M_impro08a_F032,"b""In fact, give me your name sir, what's your name again?""",fru,sentiment,qw,sd,ad,NotMatch,NotConMatch,sd,CORRECT,NotMatch
b'Ses03M_impro08a_M025',Ses03M_impro08a_M025,b'My name is Sara.',neu,sentiment,sd,sd,sd,NotMatch,NotConMatch,sd,sd,AllMatch
b'Ses03M_impro08a_F033',Ses03M_impro08a_F033,b'Okay.  Sara what?',fru,sentiment,"fo_o_fw_""_by_bc",qo,fp,NotMatch,NotConMatch,qo,CORRECT,NotMatch
b'Ses03M_impro08a_M026',Ses03M_impro08a_M026,b'Sara Brown.',neu,sentiment,sd,sd,sd,NotMatch,NotConMatch,sd,sd,AllMatch
b'Ses03M_impro08a_F034',Ses03M_impro08a_F034,"b""Sara Brown.  Sara Brown, um- yeah, I'm going to get off the phone with you. And then I'm going to call back and I'm going to give your supervisor your name because you're obviously incompetent to work here.""",fru,sentiment,sd,sd,sd,NotMatch,NotConMatch,sd,sd,AllMatch
b'Ses03M_impro08a_M027',Ses03M_impro08a_M027,"b'You know maam, we record this conversation so anything you say can be proven in a law of court so keep that in mind.'",neu,sentiment,sd,sv,sd,Match,NotConMatch,sd,sd,NotMatch
b'Ses03M_impro08a_F035',Ses03M_impro08a_F035,"b""What are you, what are you a police officer now?  You know, like I'm done, I'm over it.  Goodbye and I hope that you lose your job.""",fru,sentiment,qw,qy,qw,Match,NotConMatch,qw,qw,NotMatch
b'Ses03M_script01_3_F000',Ses03M_script01_3_F000,"b""You're the only one I know that still loves his parents.""",xxx,sentiment,sd,sd,sd,NotMatch,NotConMatch,sd,sd,AllMatch
b'Ses03M_script01_3_M000',Ses03M_script01_3_M000,"b""I know.  It sort of went out of style didn't it?""",xxx,sentiment,qy,qy,qy,NotMatch,NotConMatch,qy,qy,AllMatch
b'Ses03M_script01_3_F001',Ses03M_script01_3_F001,"b""No.  It's alright.  It's a good thing, you know?""",xxx,sentiment,sv,sv,sv,NotMatch,NotConMatch,sv,sv,AllMatch
b'Ses03M_script01_3_F002',Ses03M_script01_3_F002,"b""It's lovely here.""",xxx,sentiment,sv,sd,sv,Match,NotConMatch,sv,sv,NotMatch
b'Ses03M_script01_3_F003',Ses03M_script01_3_F003,b'The air is so sweet.',xxx,sentiment,sd,sv,sv,NotMatch,ConMatch,sv,sv,NotMatch
b'Ses03M_script01_3_M001',Ses03M_script01_3_M001,"b""You're not sorry you came?""",neu,sentiment,qy^d,qy^d,qy,Match,NotConMatch,qy^d,qy^d,NotMatch
b'Ses03M_script01_3_F004',Ses03M_script01_3_F004,"b""No.  I'm not sorry.  But I'm not going to stay.""",sad,sentiment,sd,ng,sd,Match,NotConMatch,sd,sd,NotMatch
b'Ses03M_script01_3_M002',Ses03M_script01_3_M002,b'Why?',sur,sentiment,br,qw,qw,NotMatch,ConMatch,qw,qw,NotMatch
b'Ses03M_script01_3_F005',Ses03M_script01_3_F005,b'First of all your mother so much as told me to go.',xxx,sentiment,sd,sd,sd,NotMatch,NotConMatch,sd,sd,AllMatch
b'Ses03M_script01_3_M003',Ses03M_script01_3_M003,b'Well...',xxx,sentiment,b,^q,sd,NotMatch,NotConMatch,^q,CORRECT,NotMatch
b'Ses03M_script01_3_F006',Ses03M_script01_3_F006,"b'Look,'",sad,sentiment,b,ad,ad,NotMatch,ConMatch,ad,ad,NotMatch
b'Ses03M_script01_3_F007',Ses03M_script01_3_F007,"b'you saw the way that she acted and then well, I mean, you, you were acting kind of...'",sad,sentiment,sd,sd,sv,Match,NotConMatch,sd,sd,NotMatch
b'Ses03M_script01_3_M004',Ses03M_script01_3_M004,b'What?',neu,sentiment,br,qw,br,Match,NotConMatch,br,br,NotMatch
b'Ses03M_script01_3_F008',Ses03M_script01_3_F008,"b""Well, I don't know, embarrassed of her since I came.""",sad,sentiment,sd,sd,sd,NotMatch,NotConMatch,sd,sd,AllMatch
b'Ses03M_script01_3_M005',Ses03M_script01_3_M005,"b""Well the trouble is I was planning on sneaking up on you over a week or so and they take it for granted that we're all set.""",xxx,sentiment,sd,sd,sd,NotMatch,NotConMatch,sd,sd,AllMatch
b'Ses03M_script01_3_F009',Ses03M_script01_3_F009,"b'Yeah.  I know they would, especially your mother.'",xxx,sentiment,sd,sv,sd,Match,NotConMatch,sd,sd,NotMatch
b'Ses03M_script01_3_M006',Ses03M_script01_3_M006,b'How did you know?',xxx,sentiment,qw,qw,qw,NotMatch,NotConMatch,qw,qw,AllMatch
b'Ses03M_script01_3_F010',Ses03M_script01_3_F010,"b'Well what other reason, from her point of view, would I be coming here?'",xxx,sentiment,qw,qw,qy,Match,NotConMatch,qw,qw,NotMatch
b'Ses03M_script01_3_M007',Ses03M_script01_3_M007,"b'So, would you want to?'",xxx,sentiment,qy,qy,qy,NotMatch,NotConMatch,qy,qy,AllMatch
b'Ses03M_script01_3_M008',Ses03M_script01_3_M008,"b""I mean, that's the reason why I asked you here.""",hap,sentiment,sd,na,sv,NotMatch,NotConMatch,na,CORRECT,NotMatch
b'Ses03M_script01_3_F011',Ses03M_script01_3_F011,"b'Well,'",hap,sentiment,fc,sv,sv,NotMatch,ConMatch,sv,sv,NotMatch
b'Ses03M_script01_3_M009',Ses03M_script01_3_M009,b'Oh Annie.  I love you.  I love you a great deal.',xxx,sentiment,fc,sd,sd,NotMatch,ConMatch,sd,sd,NotMatch
b'Ses03M_script01_3_M010',Ses03M_script01_3_M010,b'I love you.',hap,sentiment,sd,sd,sd,NotMatch,NotConMatch,sd,sd,AllMatch
b'Ses03M_script01_3_F012',Ses03M_script01_3_F012,"b""I guess that's why I came.""",hap,sentiment,sd,sd,sd,NotMatch,NotConMatch,sd,sd,AllMatch
b'Ses03M_script01_3_M011',Ses03M_script01_3_M011,"b""I don't...I have no imagination that's the only way I know how to tell it.""",xxx,sentiment,sd,sd,sd,NotMatch,NotConMatch,sd,sd,AllMatch
b'Ses03M_script01_3_M012',Ses03M_script01_3_M012,"b""I'm embarrassing you.  I didn't want to tell you this here.  I wanted to drive someplace brand new where we'd be brand new to each other.  It feels wrong here don't you?""",xxx,sentiment,sd,sd,sd,NotMatch,NotConMatch,sd,sd,AllMatch
b'Ses03M_script01_3_M013',Ses03M_script01_3_M013,"b""This yard and this chair.  I don't want to win you from anything, I want you to be ready for me.""",xxx,sentiment,sd,^q,sd,Match,NotConMatch,sd,sd,NotMatch
b'Ses03M_script01_3_F013',Ses03M_script01_3_F013,"b""Look, I've been ready for a long, long time now.""",hap,sentiment,sd,sd,sd,NotMatch,NotConMatch,sd,sd,AllMatch
b'Ses03M_script01_3_M014',Ses03M_script01_3_M014,"b""Then he's gone forever, you sure?""",xxx,sentiment,qy,qy,qy,NotMatch,NotConMatch,qy,qy,AllMatch
b'Ses03M_script01_3_F014',Ses03M_script01_3_F014,"b'Look, I almost got married two years ago.'",hap,sentiment,sd,sd,sd,NotMatch,NotConMatch,sd,sd,AllMatch
b'Ses03M_script01_3_M015',Ses03M_script01_3_M015,"b""Why didn't you?""",xxx,sentiment,qw,qw,qw,NotMatch,NotConMatch,qw,qw,AllMatch
b'Ses03M_script01_3_F015',Ses03M_script01_3_F015,b'You started to write me.',hap,sentiment,sd,sd,sd,NotMatch,NotConMatch,sd,sd,AllMatch
b'Ses03M_script01_3_M016',Ses03M_script01_3_M016,b'You felt something that far back.',hap,sentiment,sv,sv,sv,NotMatch,NotConMatch,sv,sv,AllMatch
b'Ses03M_script01_3_F016',Ses03M_script01_3_F016,b'Every day since.',hap,sentiment,sd,sd,sd,NotMatch,NotConMatch,sd,sd,AllMatch
b'Ses03M_script01_3_M017',Ses03M_script01_3_M017,"b""Why didn't you let me know?""",xxx,sentiment,qw,qw,qw,NotMatch,NotConMatch,qw,qw,AllMatch
b'Ses03M_script01_3_F017',Ses03M_script01_3_F017,"b'I was waiting for you Chris, I mean, till then you never wrote and then when you did what did you say?'",hap,sentiment,sd,sd,sd,NotMatch,NotConMatch,sd,sd,AllMatch
b'Ses03M_script01_3_F018',Ses03M_script01_3_F018,"b""You'd always be so ambiguous.""",hap,sentiment,sv,sv,sv,NotMatch,NotConMatch,sv,sv,AllMatch
b'Ses03M_script01_3_M018',Ses03M_script01_3_M018,"b'Give me a kiss Ann, just give me...'",hap,sentiment,ad,ad,ad,NotMatch,NotConMatch,ad,ad,AllMatch
b'Ses03M_script01_3_M019',Ses03M_script01_3_M019,"b'Oh God.  Annie, I kissed Annie.  I kissed Annie.'",exc,sentiment,sd,sd,sd,NotMatch,NotConMatch,sd,sd,AllMatch
b'Ses03M_script01_3_F019',Ses03M_script01_3_F019,"b""I'll never forgive you for that.""",hap,sentiment,sd,sd,sd,NotMatch,NotConMatch,sd,sd,AllMatch
b'Ses03M_script01_3_M020',Ses03M_script01_3_M020,"b""How long, how long I've been waiting to do that.""",xxx,sentiment,sd,sd,sd,NotMatch,NotConMatch,sd,sd,AllMatch
b'Ses03M_script01_3_F020',Ses03M_script01_3_F020,"b'I mean,  Why did you wait all these years?  There I was sitting around and wondering if I was crazy for thinking about you.'",hap,sentiment,qw,qy,sd,NotMatch,NotConMatch,qy,CORRECT,NotMatch
b'Ses03M_script01_3_M021',Ses03M_script01_3_M021,"b""We're going to live now.  I'm going to make you so happy.""",hap,sentiment,sd,^q,sd,Match,NotConMatch,sd,sd,NotMatch
b'Ses03M_script01_3_F021',Ses03M_script01_3_F021,"b""Not like that you're not.""",hap,sentiment,sv,qy,sv,Match,NotConMatch,sv,sv,NotMatch
b'Ses03M_script01_3_M022',Ses03M_script01_3_M022,b'I kissed you.',xxx,sentiment,sd,sd,fc,Match,NotConMatch,sd,sd,NotMatch
b'Ses03M_script01_3_F022',Ses03M_script01_3_F022,"b""Like Larry's brother.  Do it like you Chris.""",xxx,sentiment,qy,qy,ad,Match,NotConMatch,qy,qy,NotMatch
b'Ses03M_script01_3_M023',Ses03M_script01_3_M023,"b""Nothing.  Hey, let's drive somewhere.  I want to be alone with you.""",sad,sentiment,sd,^q,ad,NotMatch,NotConMatch,^q,CORRECT,NotMatch
b'Ses03M_script01_3_F023',Ses03M_script01_3_F023,b'What is it?',xxx,sentiment,qw,qw,qw,NotMatch,NotConMatch,qw,qw,AllMatch
b'Ses03M_script01_3_F024',Ses03M_script01_3_F024,"b'No, what is it?  Your mother?'",xxx,sentiment,qw,qw,qw,NotMatch,NotConMatch,qw,qw,AllMatch
b'Ses03M_script01_3_M024',Ses03M_script01_3_M024,"b'No, nothing, nothing like that.'",xxx,sentiment,sd,sd,sv,Match,NotConMatch,sd,sd,NotMatch
b'Ses03M_script01_3_F025',Ses03M_script01_3_F025,"b""Tell me what's wrong.  I mean, even in your letters you seemed ashamed.""",xxx,sentiment,sv,sd,sv,Match,NotConMatch,sv,sv,NotMatch
b'Ses03M_script01_3_M025',Ses03M_script01_3_M025,"b""Well, yes I guess I've been ashamed but, it's going from me.""",xxx,sentiment,sd,sv,sv,NotMatch,ConMatch,sv,sv,NotMatch
b'Ses03M_script01_3_F026',Ses03M_script01_3_F026,b'You got to tell me.',xxx,sentiment,sd,sv,sd,Match,NotConMatch,sd,sd,NotMatch
b'Ses03M_script01_3_M026',Ses03M_script01_3_M026,"b""I don't know where to start.""",xxx,sentiment,sd,sd,sd,NotMatch,NotConMatch,sd,sd,AllMatch
b'Ses03M_script01_3_F027',Ses03M_script01_3_F027,"b""Okay.  It wouldn't work like this?""",xxx,sentiment,qy,qy,qy,NotMatch,NotConMatch,qy,qy,AllMatch
b'Ses03M_script01_3_M027',Ses03M_script01_3_M027,b'You remember overseas I was in command of a company?',sad,sentiment,qy,qy,qy,NotMatch,NotConMatch,qy,qy,AllMatch
b'Ses03M_script01_3_F028',Ses03M_script01_3_F028,"b'Yeah, sure.'",xxx,sentiment,b,ny,na,NotMatch,NotConMatch,ny,CORRECT,NotMatch
b'Ses03M_script01_3_M028',Ses03M_script01_3_M028,b'Well I lost them.',sad,sentiment,sd,sd,sd,NotMatch,NotConMatch,sd,sd,AllMatch
b'Ses03M_script01_3_F029',Ses03M_script01_3_F029,b'How many?',sad,sentiment,qw,qw,qw,NotMatch,NotConMatch,qw,qw,AllMatch
b'Ses03M_script01_3_M029',Ses03M_script01_3_M029,b'Just about all.',sad,sentiment,sd,sd,sd,NotMatch,NotConMatch,sd,sd,AllMatch
b'Ses03M_script01_3_F030',Ses03M_script01_3_F030,b'Geez.',sad,sentiment,ba,ad,ba,Match,NotConMatch,ba,ba,NotMatch
b'Ses03M_script01_3_M030',Ses03M_script01_3_M030,"b""Takes a little while to toss that off cause they weren't just men.""",sad,sentiment,sv,sv,sv,NotMatch,NotConMatch,sv,sv,AllMatch
b'Ses03M_script01_3_M031',Ses03M_script01_3_M031,"b'For instance, one time this...it had been raining several days and this one kid, he came up to me, he gave me his last pair of dry socks, put them in my pocket.'",sad,sentiment,sd,sd,sd,NotMatch,NotConMatch,sd,sd,AllMatch
b'Ses03M_script01_3_M032',Ses03M_script01_3_M032,"b""That's just a little thing but that's the kind of guys I had.  They didn't just die, they killed themselves for each other and I mean that exactly.""",sad,sentiment,sv,sd,sd,NotMatch,ConMatch,sd,sd,NotMatch
b'Ses03M_script01_3_M033',Ses03M_script01_3_M033,"b""A little more selfish and they'd still be here today.  And I got this idea watching them go down.  See everything was being destroyed but there was one new thing that was being created.""",sad,sentiment,sv,sd,sd,NotMatch,ConMatch,sd,sd,NotMatch
b'Ses03M_script01_3_M034',Ses03M_script01_3_M034,"b'It was a kind of responsibility, man for man.  You understand me?'",sad,sentiment,sv,sv,sd,Match,NotConMatch,sv,sv,NotMatch
b'Ses03M_script01_3_M035',Ses03M_script01_3_M035,b'And to show that and to bring that onto the earth again like some sort of monument standing right behind all of us and we could feel it and it would make a difference to him.',sad,sentiment,sv,sv,sv,NotMatch,NotConMatch,sv,sv,AllMatch
b'Ses03M_script01_3_M036',Ses03M_script01_3_M036,b'And then I came here and it was incredible.  There was no meaning in it here.  The whole thing to them was a kind of bus accident.',sad,sentiment,sd,sd,sd,NotMatch,NotConMatch,sd,sd,AllMatch
b'Ses03M_script01_3_M037',Ses03M_script01_3_M037,"b'And I went to work with dad and that rat race again and I felt what you said, ashamed.  Somehow because nobody was changed at all.'",sad,sentiment,sd,sd,sd,NotMatch,NotConMatch,sd,sd,AllMatch
b'Ses03M_script01_3_M038',Ses03M_script01_3_M038,"b'It seemed to make a sucker out of a lot of guys.  I felt wrong to be alive.  I felt wrong to have that new checkbook,'",sad,sentiment,sv,sv,sv,NotMatch,NotConMatch,sv,sv,AllMatch
b'Ses03M_script01_3_M039',Ses03M_script01_3_M039,"b'open that new bank account, drive the new car and see the new refrigerator'",sad,sentiment,sd,sd,sd,NotMatch,NotConMatch,sd,sd,AllMatch
b'Ses03M_script01_3_M040',Ses03M_script01_3_M040,"b'cause you can take those things out of the war.  But you got to know, when you drive that car that it came out of the love that a man can have for a man and you got to be a little bit better because of that.'",sad,sentiment,sv,sd,sv,Match,NotConMatch,sv,sv,NotMatch
b'Ses03M_script01_3_M041',Ses03M_script01_3_M041,"b""Otherwise what you have is loot and there's blood on it.""",sad,sentiment,sv,sv,sd,Match,NotConMatch,sv,sv,NotMatch
b'Ses03M_script01_3_M042',Ses03M_script01_3_M042,"b""And I didn't want to take any of it and I guess that included you.""",sad,sentiment,sd,sd,sd,NotMatch,NotConMatch,sd,sd,AllMatch
b'Ses03M_script01_3_F031',Ses03M_script01_3_F031,b'And you still feel that way?',sad,sentiment,qy,qy,qy,NotMatch,NotConMatch,qy,qy,AllMatch
b'Ses03M_script01_3_M043',Ses03M_script01_3_M043,b'I want you now Annie.',xxx,sentiment,sd,na,sd,Match,NotConMatch,sd,sd,NotMatch
b'Ses03M_script01_3_F032',Ses03M_script01_3_F032,"b""Cause you must not feel that way again.  You hear me?  You can't.  You deserve everything you have Chris.""",xxx,sentiment,sv,qy,sv,Match,NotConMatch,sv,sv,NotMatch
b'Ses03M_script01_3_F033',Ses03M_script01_3_F033,"b'that includes me too, I mean and the money, you have right to that money.  Your father put planes up in the air, good planes and he deserves it, you should be proud of that.  A man should be paid for that.'",sad,sentiment,sd,sd,sv,Match,NotConMatch,sd,sd,NotMatch
b'Ses03M_script01_3_M044',Ses03M_script01_3_M044,b'[GARBAGE] Annie',xxx,sentiment,sd,sd,sd,NotMatch,NotConMatch,sd,sd,AllMatch
b'Ses03M_script01_3_M045',Ses03M_script01_3_M045,"b""Annie I'm going to make a fortune for you.""",hap,sentiment,sd,sd,sd,NotMatch,NotConMatch,sd,sd,AllMatch
b'Ses03M_script01_3_F034',Ses03M_script01_3_F034,b'What am I going to do with a fortune?',hap,sentiment,qw,qw,qw,NotMatch,NotConMatch,qw,qw,AllMatch
b'Ses03M_script01_3_M046',Ses03M_script01_3_M046,b'Buy some hats?',hap,sentiment,qy^d,qy,bf,NotMatch,NotConMatch,qy,CORRECT,NotMatch
b'Ses03M_impro05a_F000',Ses03M_impro05a_F000,b'Can I help you sir?',neu,sentiment,qy,qy,^q,Match,NotConMatch,qy,qy,NotMatch
b'Ses03M_impro05a_M000',Ses03M_impro05a_M000,b'Yes you can help me.  Where is my luggage?',ang,sentiment,sd,qh,^q,NotMatch,NotConMatch,qh,CORRECT,NotMatch
b'Ses03M_impro05a_F001',Ses03M_impro05a_F001,"b'Well, let me just check on that for you.  Where are you coming--?'",neu,sentiment,ad,ad,^q,Match,NotConMatch,ad,ad,NotMatch
b'Ses03M_impro05a_M001',Ses03M_impro05a_M001,"b""Yeah.  You do that.  I'm coming from Baltimore.  You know where that is?""",ang,sentiment,sd,sd,sd,NotMatch,NotConMatch,sd,sd,AllMatch
b'Ses03M_impro05a_F002',Ses03M_impro05a_F002,"b""Sir, yes it's in Maryland.  It's okay...well, I'm...just let me check here.""",neu,sentiment,sd,fc,sd,Match,NotConMatch,sd,sd,NotMatch
b'Ses03M_impro05a_M002',Ses03M_impro05a_M002,b'I had eight hundred pounds of luggage.',ang,sentiment,sd,sd,sd,NotMatch,NotConMatch,sd,sd,AllMatch
b'Ses03M_impro05a_F003',Ses03M_impro05a_F003,b'Okay.  Sir?  Can you...if you just give me one moment and let me just check okay?',fru,sentiment,qy,qy,qy,NotMatch,NotConMatch,qy,qy,AllMatch
b'Ses03M_impro05a_M003',Ses03M_impro05a_M003,b'Okay.  Check.',ang,sentiment,b,sd,ad,NotMatch,NotConMatch,sd,CORRECT,NotMatch
b'Ses03M_impro05a_F004',Ses03M_impro05a_F004,"b""Alright.  And you're coming-- Wait, hold on sir.  You're coming from Baltimore into LAX right?""",fru,sentiment,sd,qy,ad,NotMatch,NotConMatch,qy,CORRECT,NotMatch
b'Ses03M_impro05a_M004',Ses03M_impro05a_M004,b'Is it there?',ang,sentiment,qy,qy,qy,NotMatch,NotConMatch,qy,qy,AllMatch
b'Ses03M_impro05a_M005',Ses03M_impro05a_M005,b'Yes.',ang,sentiment,b,ny,ny,NotMatch,ConMatch,ny,ny,NotMatch
b'Ses03M_impro05a_F005',Ses03M_impro05a_F005,b'Okay and this is direct flight?',neu,sentiment,qy,qy,qy^d,Match,NotConMatch,qy,qy,NotMatch
b'Ses03M_impro05a_M006',Ses03M_impro05a_M006,"b""You don't know where we're at?""",ang,sentiment,qy^d,qy,qy^d,Match,NotConMatch,qy^d,qy^d,NotMatch
