speaker,uttID,utterance,emotion,non_con_out,con_out,con_out_mean,match,con_match,pre-final-DA,all_match
b'Joey',2,b'Mine!',neutral,sd,ba,b^m,NotMatch,NotConMatch,,NotMatch
b'Ross',3,"b'All right. Uhh, international.'",neutral,b,b,ba,Match,NotConMatch,b,NotMatch
b'Ross',0,"b'Okay, look, I-I know what you guys are going to say'",neutral,sd,ad,sd,Match,NotConMatch,sd,NotMatch
b'Phoebe',1,b'You two will have very hairy children.',disgust,sv,sv,fc,Match,NotConMatch,sv,NotMatch
b'Ross',2,"b""Okay, I didn't know you would say that.""",surprise,sd,sv,sd,Match,NotConMatch,sd,NotMatch
b'Rachel',3,b'Ross! Janice?!',anger,br,qy,qy,Match,ConMatch,qy,NotMatch
b'Joey',4,"b'All right, hold on!'",neutral,fc,fc,na,Match,NotConMatch,fc,NotMatch
b'Joey',5,b'Hold on.',neutral,ad,fc,ad,Match,NotConMatch,ad,NotMatch
b'Joey',6,b'Hold on.',neutral,ad,fc,ad,Match,NotConMatch,ad,NotMatch
b'Joey',7,"b'This is Ross, okay?'",neutral,qy^d,qy,qy,Match,ConMatch,qy,NotMatch
b'Joey',8,b"He's our friend.",neutral,sd,sd,sd,Match,ConMatch,sd,AllMatch
b'Joey',9,b'He obviously went crazy.',anger,sd,sd,sd,Match,ConMatch,sd,AllMatch
b'Joey',10,b'He obviously lost his mind.',anger,sd,sd,sd,Match,ConMatch,sd,AllMatch
b'Phoebe',11,b'So are you actually gonna see her again?',neutral,qy,qy,qy,Match,ConMatch,qy,AllMatch
b'Joey',12,b"Phoebe! Don't put ideas in his head!",anger,qy^d,^q,sv,NotMatch,NotConMatch,,NotMatch
b'Joey',13,b'Damnit Phoebe!!',anger,br,br,qy^d,Match,NotConMatch,br,NotMatch
b'Ross',0,"b'Hey, don\xc2\x92t we have to...'",neutral,sd,sd,^q,Match,NotConMatch,sd,NotMatch
b'Chandler',1,"b'Yeah, we got, um-hmm.'",neutral,b,fc,ny,NotMatch,NotConMatch,,NotMatch
b'Phoebe',2,"b'Umm, I think you\xc2\x92re really, really great...'",joy,sv,sv,fc,Match,NotConMatch,sv,NotMatch
b'Robert',3,b'Oh God!',sadness,ba,ba,ba,Match,ConMatch,ba,AllMatch
b'Robert',4,b'Here we go again.',sadness,sd,sd,sd,Match,ConMatch,sd,AllMatch
b'Robert',5,b'Why does this keep happening to me?',anger,qw,qw,qw,Match,ConMatch,qw,AllMatch
b'Robert',6,b'Is it something I\xc2\x92m putting out there?',sadness,qy,qy,qy,Match,ConMatch,qy,AllMatch
b'Robert',7,b'Is this my fault?',sadness,qy,qy,qy,Match,ConMatch,qy,AllMatch
b'Robert',8,b'Or am I just nuts?',sadness,qy,qy,qy,Match,ConMatch,qy,AllMatch
b'Phoebe',9,"b'I-I-I-I-I don\xc2\x92t know, I don\xc2\x92t know what to say.'",surprise,sd,sd,sd,Match,ConMatch,sd,AllMatch
b'Gunther',10,"b'Hey buddy, this is a family place, put the mouse back in the house.'",disgust,sd,sv,sd,Match,NotConMatch,sd,NotMatch
b'Joey',0,b'Wait!',sadness,br,ad,ad,Match,ConMatch,ad,NotMatch
b'Joey',1,b'Terry!',sadness,br,fc,qy^d,NotMatch,NotConMatch,,NotMatch
b'Joey',2,b'Please!',sadness,ba,oo_co_cc,^q,NotMatch,NotConMatch,br,NotMatch
b'Joey',3,"b'Look, I just lost my other job.'",sadness,sd,sd,sd,Match,ConMatch,sd,AllMatch
b'Joey',4,b'Okay?',neutral,br,b,qy,NotMatch,NotConMatch,,NotMatch
b'Joey',5,b'You have no idea how much I need this.',sadness,sv,sd,sd,Match,ConMatch,sd,NotMatch
b'Joey',6,"b'Please, help me out, for old times sake.'",sadness,fc,ad,oo_co_cc,NotMatch,NotConMatch,,NotMatch
b'Nurse #1',7,b'This poor guy\xc2\x92s been in a coma for five years. It\xc2\x92s hopeless.',sadness,sd,sv,sv,Match,ConMatch,sv,NotMatch
b'Nurse #2',8,"b'It\xc2\x92s not hopeless! Dr. Stryker Ramoray\xc2\x92s a miracle worker. Look, here he comes.'",joy,sv,sv,sv,Match,ConMatch,sv,AllMatch
b'Dr. Stryker Ramoray',9,"b'Good morning.  Drake, it\xc2\x92s your brother Stryker. Can you hear me?'",neutral,fc,qy,qy,Match,ConMatch,qy,NotMatch
b'Joey',10,b'I\xc2\x92m back baby! Ha-ha-ha!',joy,sd,fp,fc,NotMatch,NotConMatch,,NotMatch
b'Monica',0,b'That kid really kicked me hard on the plane.',anger,sd,sd,sd,Match,ConMatch,sd,AllMatch
b'Chandler',1,b'Well you did pull his hair.',neutral,sv,sd,sd,Match,ConMatch,sd,NotMatch
b'Monica',2,b'He took my snack!',anger,sd,sd,sd,Match,ConMatch,sd,AllMatch
b'Chandler',3,b'I\xc2\x92m not getting into this again!',anger,sd,sd,sd,Match,ConMatch,sd,AllMatch
b'Monica',4,"b'Okay! Oh God, y\xc2\x92know what? It\xc2\x92s really bad.'",sadness,sv,^q,fo_o_fw_"_by_bc,NotMatch,NotConMatch,,NotMatch
b'Chandler',5,"b'Well, I told you not to walk. Here.  There. Okay.'",anger,sd,sd,sd,Match,ConMatch,sd,AllMatch
b'Monica',6,"b'This doesn\xc2\x92t mean anything, does it?'",fear,qy,qy,qy,Match,ConMatch,qy,AllMatch
b'Joey',0,b'Of course! Only an idiot would wear this stuff if you didn\xc2\x92t have the car! Right?',anger,qy,sv,qh,NotMatch,NotConMatch,,NotMatch
b'Chandler',1,b'That is true.',neutral,aa,sv,aa,Match,NotConMatch,aa,NotMatch
b'Phoebe',2,"b'Yeah, but only a genius would swallow a sonic blaster gun.'",neutral,sv,sv,sv,Match,ConMatch,sv,AllMatch
b'Joey',3,"b'Oh, I\xc2\x92ve been there. Yeah, I am gonna go drive my Porsche.'",neutral,sd,sd,sd,Match,ConMatch,sd,AllMatch
b'Monica',4,"b'Joey, you know you don\xc2\x92t actually have one.'",neutral,sd,sd,qy^d,Match,NotConMatch,sd,NotMatch
b'Joey',5,b'Come on! What are you doing?! I\xc2\x92m in character! Would you talk to her!',sadness,qw,ad,qw,Match,NotConMatch,qw,NotMatch
b'Chandler',6,"b'Ahh, I think it just moved. It\xc2\x92s really poking me.'",anger,sd,sd,sd,Match,ConMatch,sd,AllMatch
b'Monica',7,"b'All right, that\xc2\x92s it, we\xc2\x92re going to the emergency room.'",neutral,sd,sd,sd,Match,ConMatch,sd,AllMatch
b'Phoebe',8,"b'What?! No, you can\xc2\x92t, you can\xc2\x92t leave me here with them! We\xc2\x92re baby-sitting!'",anger,sd,sd,^q,Match,NotConMatch,sd,NotMatch
b'Monica',9,"b'The babies are asleep, I\xc2\x92m sure you\xc2\x92ll be okay on your own for a while!'",neutral,sd,sv,sd,Match,NotConMatch,sd,NotMatch
b'Phoebe',10,b'But you-you can\xc2\x92t leave me with them! We-we\xc2\x92re a team! We\xc2\x92re playing a zone! They\xc2\x92re gonna triple team me!',anger,sv,sv,sd,Match,NotConMatch,sv,NotMatch
b'Monica',11,"b'He\xc2\x92s got something plastic lodged in his throat, we\xc2\x92ve got to go to the hospital.'",fear,sd,sd,sd,Match,ConMatch,sd,AllMatch
b'Phoebe',12,"b'But no, because a doctor won\xc2\x92t be able to help him, it\xc2\x92s just gonna y\xc2\x92know naturally pass through his system in like seven years.'",neutral,sd,sd,sd,Match,ConMatch,sd,AllMatch
b'Chandler',13,b'I think that\xc2\x92s gum.',neutral,sd,sd,sd,Match,ConMatch,sd,AllMatch
b'Phoebe',14,b'I\xc2\x92m pretty sure it\xc2\x92s gun.',neutral,sd,sd,sd,Match,ConMatch,sd,AllMatch
b'Chandler',15,"b'Okay, listen this really hurts. Let\xc2\x92s go.'",anger,sv,sv,sd,Match,NotConMatch,sv,NotMatch
b'Phoebe',16,"b'A real man wouldn\xc2\x92t just run to the hospital!  No! What would, what would Krog do?'",anger,sd,sv,qw,NotMatch,NotConMatch,,NotMatch
b'Ross',17,b'That was the only way I could get him to',neutral,sd,sd,sd,Match,ConMatch,sd,AllMatch
b'Joey',18,b'Hi! How are the Gellers?',neutral,fp,qo,qw,NotMatch,NotConMatch,,NotMatch
b'Rachel',19,b'Don\xc2\x92t call us that!',anger,sd,ad,sd,Match,NotConMatch,sd,NotMatch
b'Ross',20,b'The judge wouldn\xc2\x92t let us get an annulment! Now we gotta get a divorce!! Did a Porsch throw up on you?',anger,sd,sd,sd,Match,ConMatch,sd,AllMatch
b'Joey',21,b'Hey! It\xc2\x92s Porsche!!',anger,ba,^q,qy,NotMatch,NotConMatch,,NotMatch
b'Monica',0,b'Hey sweetie!',joy,ba,ba,^q,Match,NotConMatch,ba,NotMatch
b'Chandler',1,b'Hey!',joy,ba,fc,ba,Match,NotConMatch,ba,NotMatch
b'Chandler',2,b'There\xc2\x92s no back to this couch!',surprise,sd,sd,sd,Match,ConMatch,sd,AllMatch
b'Monica',3,b'Why are you reading this? You hate this kind of stuff.',surprise,qh,qw,qh,Match,NotConMatch,qh,NotMatch
b'Chandler',4,"b'Yeah I know, but I figured a shot y\xc2\x92know?'",neutral,qy,qy^d,qy,Match,NotConMatch,qy,NotMatch
b'Chandler',5,"b'Maybe one of those stories would make me cry and then you wouldn\xc2\x92t think I was y\xc2\x92know, all dead inside.'",neutral,sd,sd,sv,Match,NotConMatch,sd,NotMatch
b'Monica',6,"b'Oh that\xc2\x92s so sweet! Look Chandler I don\xc2\x92t care if you can\xc2\x92t cry, I love you.'",joy,sd,^q,^q,Match,ConMatch,^q,NotMatch
b'Chandler',7,b'Oh that makes me feel so warm in my hollow tin chest.',neutral,sd,sd,sd,Match,ConMatch,sd,AllMatch
b'Monica',8,b'Stop it!',joy,ba,sv,ad,NotMatch,NotConMatch,,NotMatch
b'Chandler',9,"b'No, I mean, come on, seriously think about it, we get married, we\xc2\x92re up at the altar and I\xc2\x92m like this.'",neutral,sd,sd,sd,Match,ConMatch,sd,AllMatch
b'Monica',10,"b'I won\xc2\x92t care, because I know you will be feeling it all in here.'",neutral,sd,sd,sd,Match,ConMatch,sd,AllMatch
b'Chandler',11,b'Yeah?',neutral,bh,b,qy,NotMatch,NotConMatch,,NotMatch
b'Ross',0,b'Of course he is!',joy,sv,sd,sd,Match,ConMatch,sd,NotMatch
b'Ross',1,"b'What, do you think I\xc2\x92d just use my son as-as an excuse?'",joy,qw,qw,qh,Match,NotConMatch,qw,NotMatch
b'Ross',2,b'What kind of father do you think I am?',anger,qw,qw,qw,Match,ConMatch,qw,AllMatch
b'Monica',3,"b'All right, sorry.'",neutral,fo_o_fw_"_by_bc,^h,^h,Match,ConMatch,^h,NotMatch
b'Ross',4,b'I gotta go make a fake Ben.',neutral,sd,sd,sd,Match,ConMatch,sd,AllMatch
b'Monica',0,"b'The basket is totally empty! My God, the neighbors ate all the candy!'",surprise,sd,sd,sd,Match,ConMatch,sd,AllMatch
b'Chandler',1,"b'Well, either that or uh'",neutral,fo_o_fw_"_by_bc,sd,b,NotMatch,NotConMatch,,NotMatch
b'Monica',2,b'Joey!!',anger,br,ba,qy^d,NotMatch,NotConMatch,,NotMatch
b'Joey',3,b'Yeah?',neutral,bh,%,qh,NotMatch,NotConMatch,,NotMatch
b'Monica',4,b'Did you eat all the neighbor candy?!',anger,qy,qy,qy,Match,ConMatch,qy,AllMatch
b'Joey',5,"b'Uh well yeah, that was the plan, but by the time I got to it there was only a couple of pieces left!'",anger,sd,sd,sd,Match,ConMatch,sd,AllMatch
b'Phoebe',6,"b'Yeah, and they\xc2\x92ve been coming by all day. They love it!'",joy,sd,sd,sd,Match,ConMatch,sd,AllMatch
b'Monica',7,b'They love my candy? Oh man!!! I\xc2\x92ve gotta go make more!!',joy,sd,sd,b^m,Match,NotConMatch,sd,NotMatch
b'Joey',8,"b'Hey Mon, you might wanna make some more lasagna too, because something might\xc2\x92ve happened to a huge chunk of it.'",neutral,sv,sv,sd,Match,NotConMatch,sv,NotMatch
b'Monica',9,b'Ross! The neighbors ate all my candy!!',joy,sd,sd,sd,Match,ConMatch,sd,AllMatch
b'Ross',10,b'Mine stole my newspaper! It\xc2\x92s like a',anger,sd,sd,sd,Match,ConMatch,sd,AllMatch
b'Phoebe',11,b'Sure!',neutral,ba,ba,aa,Match,NotConMatch,ba,NotMatch
b'Ross',12,"b'Yeah, ever since you uh, told me that story about that bike I-I couldn\xc2\x92t stop thinking about it.'",neutral,sd,sd,sd,Match,ConMatch,sd,AllMatch
b'Ross',13,"b'I mean, everyone should have a-a'",neutral,sv,sv,sv,Match,ConMatch,sv,AllMatch
b'Phoebe',14,b'Oh my God Ross!!',surprise,ba,ba,fo_o_fw_"_by_bc,Match,NotConMatch,ba,NotMatch
b'Ross',15,b'You like it?',joy,qy,qy,qy,Match,ConMatch,qy,AllMatch
b'Phoebe',16,b'I',neutral,sd,na,na,Match,ConMatch,na,NotMatch
b'Ross',17,b'Yeah?',neutral,bh,ny,bh,Match,NotConMatch,bh,NotMatch
b'Helena',0,b'Hello darlings.',neutral,ba,fc,fp,NotMatch,NotConMatch,,NotMatch
b'Chandler',1,b'And there\xc2\x92s daddy!',joy,sd,fc,qy^d,NotMatch,NotConMatch,,NotMatch
b'Phoebe',0,b'There he is! There he is!',surprise,sd,fc,sd,Match,NotConMatch,sd,NotMatch
b'Monica',1,b'Where?',neutral,br,qw,qw,Match,ConMatch,qw,NotMatch
b'Phoebe',2,b"Right- where we've been looking all night!",joy,sd,sd,sd,Match,ConMatch,sd,AllMatch
b'Rachel',3,b'He is so cute!',joy,sv,sv,sd,Match,NotConMatch,sv,NotMatch
b'Monica',4,"b'Oh, George, baby, drop the towel!'",joy,fo_o_fw_"_by_bc,ad,^q,NotMatch,NotConMatch,,NotMatch
b'All',5,"b'Yeah, drop it! Drop the towel! Please drop the\xc2\x97\xc2\x97wowww.'",joy,ad,ad,^q,Match,NotConMatch,ad,NotMatch
b'Monica',0,"b""I've gotta tell you, Bob is terrific.""",joy,sd,sd,sd,Match,ConMatch,sd,AllMatch
b'Angela',1,"b""Yeah, isn't he?""",joy,qy,qy,qy,Match,ConMatch,qy,AllMatch
b'Monica',2,"b'It is so great to meet a guy who is smart and funny, and has an emotional age beyond, like eight.'",joy,sd,sv,sv,Match,ConMatch,sv,NotMatch
b'Angela',3,b"You know what else? He's unbelievable in bed.",joy,sd,sv,qy^d,NotMatch,NotConMatch,,NotMatch
b'Monica',4,b'Wow. My brother never even told me when he lost his virginity.',surprise,sd,sd,sd,Match,ConMatch,sd,AllMatch
b'Angela',5,b"Huh. That's nice.",neutral,ba,ba,ba,Match,ConMatch,ba,AllMatch
b'Ross',0,"b'and the miracle was that that little bit of oil that should\xc2\x92ve just lasted just one day, burned for'",neutral,sd,sd,sd,Match,ConMatch,sd,AllMatch
b'Ben',1,b'Eight whole days.',neutral,sd,sd,sd,Match,ConMatch,sd,AllMatch
b'Ross',2,"b'That\xc2\x92s right, and that\xc2\x92s why we celebrate Hanukkah today. The end.'",joy,sd,sd,sd,Match,ConMatch,sd,AllMatch
b'Ben',3,b'Awesome!',joy,ba,ba,ba,Match,ConMatch,ba,AllMatch
b'Ross',4,b'Yeah?',surprise,bh,qy,qy,Match,ConMatch,qy,NotMatch
b'Chandler',5,b'My favorite part was when',neutral,sd,sd,sd,Match,ConMatch,sd,AllMatch
b'Ross',6,b'The Armadillo was actually not so',neutral,sd,sd,sd,Match,ConMatch,sd,AllMatch
b'Rachel',7,b'Hey!',joy,ba,ba,ba,Match,ConMatch,ba,AllMatch
b'Phoebe',8,b'Oh.',neutral,b,b,b,Match,ConMatch,b,AllMatch
b'Rachel',9,b'Wow! It looks like the Easter Bunny\xc2\x92s funeral in here.',surprise,sd,sv,sd,Match,NotConMatch,sd,NotMatch
b'Ross',10,"b'Come on, come on, we\xc2\x92re-we\xc2\x92re-we\xc2\x92re lighting the candles!'",joy,sd,ad,qy^d,NotMatch,NotConMatch,,NotMatch
b'Rachel',11,b'Oh.',neutral,b,b,b,Match,ConMatch,b,AllMatch
b'Phoebe',12,b'Oh.',neutral,b,b,b,Match,ConMatch,b,AllMatch
b'Phoebe',13,"b'Okay, I understand why'",neutral,sd,sd,sd,Match,ConMatch,sd,AllMatch
b'Pete',0,"b'Yeah, sure. Good luck!'",joy,fc,ba,fc,Match,NotConMatch,fc,NotMatch
b'Monica',1,b'I\xc2\x92m quitting!! Woo-hoo!  I\xc2\x92m okay!! I\xc2\x92m all right!!',joy,qy^d,fc,fc,Match,ConMatch,fc,NotMatch
b'Phoebe',2,"b'Wow! That\xc2\x92s exciting, you went to Japan, made up a woman.'",surprise,sv,sd,fc,NotMatch,NotConMatch,,NotMatch
b'Pete',3,b'What?',neutral,br,br,qw,Match,NotConMatch,br,NotMatch
b'Phoebe',4,"b'I\xc2\x92m just saying, this woman, I mean she\xc2\x92s fictitious. No?'",surprise,sd,sd,sd,Match,ConMatch,sd,AllMatch
b'Pete',5,b'Why would you say that?',neutral,qw,qw,qh,Match,NotConMatch,qw,NotMatch
b'Phoebe',6,b'\xc2\x91Cause you\xc2\x92re still into Monica.',neutral,sd,sd,sd,Match,ConMatch,sd,AllMatch
b'Phoebe',7,"b'So you told her there was somebody else so she would agree to work with you, so \xc2\x91cause you figure oh if you spent a lot of time together, maybe something might happen, and...'",neutral,sd,sd,sd,Match,ConMatch,sd,AllMatch
b'Pete',8,b'You\xc2\x92re good. You\xc2\x92re good!',joy,sv,bf,sv,Match,NotConMatch,sv,NotMatch
b'Phoebe',9,"b'Yeah, no, I\xc2\x92m fairly intuitive and psychic. It\xc2\x92s a substantial gift.'",neutral,sv,sv,sv,Match,ConMatch,sv,AllMatch
b'Pete',10,"b'Listen, can you promise me that you won\xc2\x92t tell her though?'",fear,qy,qy,qy,Match,ConMatch,qy,AllMatch
b'Phoebe',11,"b'Absolutely, oh I promise. Tell her what?'",neutral,sd,^q,^h,NotMatch,NotConMatch,,NotMatch
b'Pete',12,b'Thanks a lot.',neutral,fc,^q,ft,NotMatch,NotConMatch,,NotMatch
b'Phoebe',13,"b'No I\xc2\x92m serious. I mean I\xc2\x92m intuitive, but my memory sucks.'",neutral,sd,sd,sd,Match,ConMatch,sd,AllMatch
b'Rachel',0,"b'Excuse me, pardon me, excuse me, excuse me, sorry. Hi.'",neutral,ba,fc,fa,NotMatch,NotConMatch,,NotMatch
b'Man',1,"b""For God's sake, will you let it go? There's no Rachel!""",anger,qy,^q,^q,Match,ConMatch,^q,NotMatch
b'Ross',2,"b'Oh, hey, hey, I got that.'",neutral,sd,fc,^h,NotMatch,NotConMatch,,NotMatch
b'Julie',3,"b'Oh, thanks, sweetie.'",joy,fc,^q,ft,NotMatch,NotConMatch,,NotMatch
b'Ross',4,b'No problem. I cannot wait for you to meet my friends.',joy,sd,sd,fc,Match,NotConMatch,sd,NotMatch
b'Julie',5,b'Really?',surprise,bh,bh,qy,Match,NotConMatch,bh,NotMatch
b'Julie',6,b"You don't think they'll judge and ridicule me?",fear,qy^d,qy^d,qy,Match,NotConMatch,qy^d,NotMatch
b'Ross',7,"b'No, no, they will. I just... uh...'",neutral,aa,^q,ng,NotMatch,NotConMatch,,NotMatch
b'Julie',8,b"Can't wait.",neutral,sd,ad,sv,NotMatch,NotConMatch,,NotMatch
b'Monica',0,b'Do I know you?',surprise,qy,qy,qy,Match,ConMatch,qy,AllMatch
b'Monica',1,"b""Oh my god, little Stevie Fisher? How've you been?""",surprise,qy,qw,qw,Match,ConMatch,qw,NotMatch
b'Steve',2,"b""Good, good, I'm a lawyer now.""",neutral,sd,sd,sd,Match,ConMatch,sd,AllMatch
b'Monica',3,b"You can't be a lawyer. You're eight.",surprise,sv,sv,sd,Match,NotConMatch,sv,NotMatch
b'Steve',4,"b'Listen, it was nice to see you. I gotta run backstage.'",joy,sd,sd,fc,Match,NotConMatch,sd,NotMatch
b'Monica',5,"b'Uh, wait, backstage?'",surprise,qy,ad,fc,NotMatch,NotConMatch,,NotMatch
b'Steve',6,"b'Oh, yeah, my firm represents the band.'",neutral,sd,sd,sd,Match,ConMatch,sd,AllMatch
b'Ross',7,b'Ross.',neutral,sd,sd,sd,Match,ConMatch,sd,AllMatch
b'Chandler',8,b'Chandler.',neutral,sd,sd,sv,Match,NotConMatch,sd,NotMatch
b'Steve',9,"b'Look, you guys wanna meet the group?'",neutral,qy,qy,qy,Match,ConMatch,qy,AllMatch
b'Steve',10,b'Come on.',neutral,fo_o_fw_"_by_bc,ad,sv,NotMatch,NotConMatch,,NotMatch
b'Steve',11,"b'So, are you one of the ones who fooled around with my dad?'",surprise,qy,qy,qy,Match,ConMatch,qy,AllMatch
b'Joey',0,b'Do you have any respect for your body?',disgust,qy,qy,qy,Match,ConMatch,qy,AllMatch
b'Ross',1,b"Don't you realise what you're-you're doing to yourself?",disgust,qy,qy,qy,Match,ConMatch,qy,AllMatch
b'Chandler',2,"b""Hey, y'know, I have had it with you guys and your cancer and your emphysema and your heart disease.""",anger,sd,sd,sd,Match,ConMatch,sd,AllMatch
b'Chandler',3,"b'The bottom line is, smoking is cool, and you know it.'",neutral,sv,sv,sv,Match,ConMatch,sv,AllMatch
b'Rachel',4,"b""Chandler? It's Alan, he wants to speak to you.""",neutral,sd,sd,sv,Match,NotConMatch,sd,NotMatch
b'Chandler',5,b'Really?',surprise,bh,bh,qy,Match,NotConMatch,bh,NotMatch
b'Chandler',6,b'He does?',surprise,qy,qy^d,qy,Match,NotConMatch,qy,NotMatch
b'Chandler',7,"b""Hey, buddy, what's up!""",joy,fc,qw,^q,NotMatch,NotConMatch,,NotMatch
b'Chandler',8,"b'Oh, she told you about that, huh.'",surprise,sd,qy,sd,Match,NotConMatch,sd,NotMatch
b'Chandler',9,"b'Well, yeah, I have one now and then.'",neutral,sd,ad,sd,Match,NotConMatch,sd,NotMatch
b'Chandler',10,"b'Well, yeah, now.'",neutral,aa,^q,fc,NotMatch,NotConMatch,,NotMatch
b'Chandler',11,"b""Well, it's not that big- ..well, that's true,.. Gee, y'know, no-one- no-one's ever put it like that before.""",neutral,sv,sv,fc,Match,NotConMatch,sv,NotMatch
b'Chandler',12,"b'Well, okay, thanks!'",joy,fc,^q,fc,Match,NotConMatch,fc,NotMatch
b'Rachel',13,"b""God, he's good.""",joy,sv,sv,fc,Match,NotConMatch,sv,NotMatch
b'Ross',14,b'If only he were a woman.',neutral,sv,sd,sv,Match,NotConMatch,sv,NotMatch
b'Rachel',15,b'Yeah.',neutral,b,b,b,Match,ConMatch,b,AllMatch
b'Phoebe',0,"b'Oh, look look look.'",surprise,b,ba,ad,NotMatch,NotConMatch,,NotMatch
b'Phoebe',1,b"The last candle's about to burn out.",neutral,sd,sd,sd,Match,ConMatch,sd,AllMatch
b'Phoebe',2,"b'10, 9, 8, 7... ... negative 46, negative 47, negative 48....'",neutral,sd,ad,sd,Match,NotConMatch,sd,NotMatch
b'Ross',3,b'Thank you.',neutral,fc,ft,ft,Match,ConMatch,ft,NotMatch
b'Phoebe',4,b'Thanks.',neutral,fc,fc,fc,Match,ConMatch,fc,AllMatch
b'Ross',5,b'Kinda... spooky without any lights.',fear,sv,fc,sv,Match,NotConMatch,sv,NotMatch
b'Joey',6,b'Bwah-hah-hah!',joy,ba,fc,ba,Match,NotConMatch,ba,NotMatch
b'Ross',7,"b'OK, guys, guys? I have the definitive one. Mwwwooooo-hah-hah...'",joy,sd,sd,fo_o_fw_"_by_bc,Match,NotConMatch,sd,NotMatch
b'Ross',8,b'Oh.. oh... oh.',neutral,b,b,ba,Match,NotConMatch,b,NotMatch
b'Joey',9,"b""Hey Ross. This probably isn't the best time to bring it up, but you have to throw a party for Monica.""",neutral,sv,sv,sd,Match,NotConMatch,sv,NotMatch
b'Rachel',0,"b'All this stuff takes up a lot of room. Hey how uh, how serious are you about keeping Ben in your life?'",neutral,sd,sv,qh,NotMatch,NotConMatch,,NotMatch
b'Charlie',0,b'You blew them away!',joy,sv,sv,sd,Match,NotConMatch,sv,NotMatch
b'Ross',1,"b""Oh, I can't tell you how great it was to look at the crowd and see your face!""",joy,sd,sv,sd,Match,NotConMatch,sd,NotMatch
b'Ross',2,"b'I mean... uh, did you know you were  mouthing the words along with me?'",neutral,qy,qy,qy,Match,ConMatch,qy,AllMatch
b'Charlie',3,b'I was',surprise,sd,na,sd,Match,NotConMatch,sd,NotMatch
b'Ross',4,"b""No, it's ok! Made me feel like a rock star!""",joy,sd,sv,sv,Match,ConMatch,sv,NotMatch
b'Charlie',5,b"Oh my God!  I'm your",surprise,ba,^q,sd,NotMatch,NotConMatch,,NotMatch
b'Ross',6,b"I'd better not found you naked in my hotel room!",joy,sd,sd,sd,Match,ConMatch,sd,AllMatch
b'Ross',7,"b'Look, I took it too far!'",joy,sd,sd,sd,Match,ConMatch,sd,AllMatch
b'Ross',0,"b'Okay, Monica: Right foot red.'",neutral,sd,sd,^q,Match,NotConMatch,sd,NotMatch
b'Monica',1,b"Could've played",neutral,qy,ad,qy,Match,NotConMatch,qy,NotMatch
b'Chandler',2,b'Thanks.',neutral,fc,ft,ft,Match,ConMatch,ft,NotMatch
b'Ross',3,"b'Okay, Pheebs: Right hand blue. Good.'",neutral,sv,fc,fc,Match,ConMatch,fc,NotMatch
b'Chandler',4,"b""Hello? Oh, uh, Rachel, it's the""",neutral,sv,fc,fc,Match,ConMatch,fc,NotMatch
b'Rachel',5,"b'Oh, okay. Will you take my place?'",neutral,fc,qy,qy,Match,ConMatch,qy,NotMatch
b'Chandler',6,"b'Alright.  Yes, this is Rachel.'",neutral,sd,^q,fc,NotMatch,NotConMatch,,NotMatch
b'Rachel',7,b'Nooo!',surprise,ba,ba,b^m,Match,NotConMatch,ba,NotMatch
b'Rachel',8,b'Hello?',neutral,fp,^q,fp,Match,NotConMatch,fp,NotMatch
b'Rachel',9,"b""Oh, yeah, no, I know, I-I haven't been using it much.""",neutral,sd,sd,sd,Match,ConMatch,sd,AllMatch
b'Rachel',10,"b""Oh, well, thanks, but, I'm okay, really.""",joy,fc,fp,fc,Match,NotConMatch,fc,NotMatch
b'Ross',11,b'Green. To the green.',neutral,sd,sd,bf,Match,NotConMatch,sd,NotMatch
b'Rachel',12,b"I've got magic beans.  Never-never mind.",neutral,sd,sd,sd,Match,ConMatch,sd,AllMatch
b'Chandler',13,"b'To the left, to the left- aww!'",neutral,sd,bf,%,NotMatch,NotConMatch,,NotMatch
b'Rachel',14,b"Ohhh... I'm fine.",neutral,sd,^q,sd,Match,NotConMatch,sd,NotMatch
b'Joey',0,b'Hey!',joy,ba,fc,ba,Match,NotConMatch,ba,NotMatch
b'Chandler',1,b'Please tell me you got the message!',fear,ad,ad,ad,Match,ConMatch,ad,AllMatch
b'Joey',2,b'What message?',neutral,br,qw,qw,Match,ConMatch,qw,NotMatch
b'Chandler',3,"b'The actor playing Mac couldn\xc2\x92t do it, they needed to see you at 2 o\xc2\x92clock.'",neutral,sd,sd,sd,Match,ConMatch,sd,AllMatch
b'Joey',4,b'What?! It\xc2\x92s 6 o\xc2\x92clock!',surprise,qw,qw,qw,Match,ConMatch,qw,AllMatch
b'Chandler',5,"b'Du-du-I wrote it, I wrote it on the board!'",fear,sd,sd,sd,Match,ConMatch,sd,AllMatch
b'Chandler',6,"b'I wrote it on the board, then I went all over New York City looking for ya!'",anger,sd,sd,sd,Match,ConMatch,sd,AllMatch
b'Chandler',7,b'I went to Ross\xc2\x92s!',neutral,sd,sd,sd,Match,ConMatch,sd,AllMatch
b'Chandler',8,b'I went to the coffeehouse!',neutral,sd,sd,sd,Match,ConMatch,sd,AllMatch
b'Chandler',9,b'I went to any place that they made sandwiches!',neutral,sd,sd,sd,Match,ConMatch,sd,AllMatch
