speaker,utt_id,utterance,emotion,sentiment,eda1,eda2,eda3,eda4,eda5,EDA,all_match,con_match,match
b'B',B,"b""{C So } [ you'd, + you'd ] rather see it harder to convict somebody. /""",B,,sv,sv,sv,sv,sv,sv,AllMatch,NotConMatch,NotMatch
b'A',A,"b""I'd rather see it a little bit harder and have a little bit more evidence,""",A,,sv,sd,sv,sv,sv,sv,AllNotMatch,ConMatch,NotMatch
b'B',B,b'Uh-huh. /',B,,b,b,b,b,b,b,AllMatch,NotConMatch,NotMatch
b'A',A,"b'{C and then } those convicted, especially of, {D you know, } murder [ and, +  and, ] {F uh, } {D you know, } major crimes,'",A,,sv,sv,sv,sv,sv,sv,AllMatch,NotConMatch,NotMatch
b'B',B,b'Uh-huh. /',B,,b,b,b,b,b,b,AllMatch,NotConMatch,NotMatch
b'B',B,b'{F Huh. } /',B,,%,b,%,b,%,%,AllNotMatch,ConMatch_eda5_eda3_strong,NotMatch
b'A',A,"b'{F Uh, } especially, {D you know, } in the case of murder -- /'",A,,sv,sd,sd,sd,sd,sd,AllNotMatch,ConMatch,NotMatch
b'B',B,b'Right. /',B,,b,b,b,b,b,b,AllMatch,NotConMatch,NotMatch
b'A',A,"b'-- {F uh, } I know in my case, [ I, +  my wife and daughter ] were kidnapped,'",A,,sd,sd,sd,sd,sd,sd,AllMatch,NotConMatch,NotMatch
b'B',B,"b'{F Oh, } wow. /'",B,,ba,ba,ba,ba,ba,ba,AllMatch,NotConMatch,NotMatch
b'B',B,"b'{F Oh, } my goodness. /'",B,,ba,ba,ba,ba,ba,ba,AllMatch,NotConMatch,NotMatch
b'A',A,"b'-- {C and } [ we caught, + the individuals got caught, ]  /'",A,,sd,sd,sd,sd,sd,sd,AllMatch,NotConMatch,NotMatch
b'A',A,"b'[ we, + {F uh, }'",A,,sd,sd,sd,sd,sd,sd,AllMatch,NotConMatch,NotMatch
b'B',B,b'Uh-huh. /',B,,b,b,b,b,b,b,AllMatch,NotConMatch,NotMatch
b'A',A,"b'{C and, } {F uh, } {D you know, } two counts of kidnapping, {F uh } --'",A,,sd,sd,sd,sd,sd,sd,AllMatch,NotConMatch,NotMatch
b'B',B,b'Uh-huh. /',B,,b,b,b,b,b,b,AllMatch,NotConMatch,NotMatch
b'B',B,b'Right. /',B,,b,b,b,b,b,b,AllMatch,NotConMatch,NotMatch
b'B',B,b'Wow. /',B,,ba,ba,ba,ba,ba,ba,AllMatch,NotConMatch,NotMatch
b'A',A,"b'{C And, } {D you know, } he was out within two months because of the parole system.  /'",A,,sd,sd,sd,sd,sd,sd,AllMatch,NotConMatch,NotMatch
b'A',A,"b'{C So } [ what, + what, ] -/'",A,,%,%,%,%,%,%,AllMatch,NotConMatch,NotMatch
b'B',B,"b'[ Did you, +  did you ] sue him under the civil system? /'",B,,qy,qy,qy,qy,qy,qy,AllMatch,NotConMatch,NotMatch
b'A',A,b'Do what now? /',A,,br,br,br,br,qy,br,AllNotMatch,ConMatch_eda4_eda3_strong,NotMatch
b'B',B,b'Did you sue him under the civil system? /',B,,qy,qy,qy,qy,qy,qy,AllMatch,NotConMatch,NotMatch
b'A',A,"b'[ N-, +  no. ]  /'",A,,nn,nn,ny,nn,nn,nn,AllNotMatch,ConMatch_eda5_eda4_strong,NotMatch
b'A',A,"b""I'm not real familiar with that. /""",A,,sd,sd,sd,sd,sd,sd,AllMatch,NotConMatch,NotMatch
b'B',B,"b'{D Well, } you could probably sue him for mental anguish or  something, right,'",B,,sv,sv,sv,sv,sv,sv,AllMatch,NotConMatch,NotMatch
b'A',A,b'Oh. /',A,,b,b,b,b,b,b,AllMatch,NotConMatch,NotMatch
b'B',B,"b'{C and, } -/'",B,,%,%,%,%,%,%,AllMatch,NotConMatch,NotMatch
b'A',A,"b'{D Well, } the insurance companies and all that [ tried to, + tried to ] go after him  /'",A,,sd,sd,sd,sd,sd,sd,AllMatch,NotConMatch,NotMatch
b'A',A,"b""{C and } they said, {D well, } {D you know, } [ [ he, + they're, ] + he ] has no job,  /""",A,,sd,sd,sd,sd,sd,sd,AllMatch,NotConMatch,NotMatch
b'A',A,"b'he has nothing,  /'",A,,sd,sd,sd,sd,sd,sd,AllMatch,NotConMatch,NotMatch
b'A',A,"b""there's nothing that he has [ that, +  that ] you could go after. /""",A,,sd,sd,sd,sd,sd,sd,AllMatch,NotConMatch,NotMatch
b'B',B,b'Yeah.  /',B,,b,b,b,b,b,b,AllMatch,NotConMatch,NotMatch
b'B',B,"b'Makes you wish that [ had, + {F uh, } still had ] indentured servitude, for this sort of thing. /'",B,,sv,sd,sv,sd,sv,sv,AllNotMatch,ConMatch_eda5_eda3_strong,NotMatch
b'A',A,b'Yeah.  /',A,,b,b,b,b,b,b,AllMatch,NotConMatch,NotMatch
b'A',A,"b'{F Uh, } very seld-, -/'",A,,%,%,%,%,%,%,AllMatch,NotConMatch,NotMatch
b'B',B,b'{C But } they give the guy a job in prison and make him pay his damn debt. /',B,,sd,sd,sd,sd,sd,sd,AllMatch,NotConMatch,NotMatch
b'A',A,b'Yeah.  /',A,,b,b,b,b,b,b,AllMatch,NotConMatch,NotMatch
b'A',A,"b""They don't do that here.  /""",A,,sd,sv,sd,sv,sd,sd,AllNotMatch,ConMatch_eda5_eda3_strong,NotMatch
b'A',A,"b'Course they pay them,  /'",A,,sd,sd,sd,sd,sd,sd,AllMatch,NotConMatch,NotMatch
b'A',A,"b""{C but } [ they don't, + you don't, ] - /""",A,,%,%,%,%,%,%,AllMatch,NotConMatch,NotMatch
b'A',A,b'you or the insurance companies never see any of that money. /',A,,sv,sv,sv,sv,sd,sv,AllNotMatch,ConMatch_eda4_eda3_strong,NotMatch
b'B',B,"b'Yeah,  /'",B,,b,b,b,b,b,b,AllMatch,NotConMatch,NotMatch
b'B',B,"b""that's too bad. /""",B,,sv,ba,sv,sv,sv,sv,AllNotMatch,ConMatch,NotMatch
b'A',A,"b""[ {C And, } + {F uh, } {D you know, } {C and } ] [ they're + <ringing>, right now they're ] reluctant to go after him because [ [ they're, + {D you know, } they're, ] + they're ] repeat offenders,  /""",A,,sv,sv,sv,sv,sv,sv,AllMatch,NotConMatch,NotMatch
b'A',A,"b'they, {F uh, } been in jail before <ringing>, /'",A,,sd,sd,sd,sd,sd,sd,AllMatch,NotConMatch,NotMatch
b'B',B,"b'Uh-huh,  /'",B,,b,b,b,b,b,b,AllMatch,NotConMatch,NotMatch
b'B',B,b'uh-huh. /',B,,b,b,b,b,b,b,AllMatch,NotConMatch,NotMatch
b'A',A,"b""they've been released, {D you know, } several times, which is another,""",A,,sd,sd,sd,sd,sd,sd,AllMatch,NotConMatch,NotMatch
b'B',B,b'Uh-huh. /',B,,b,b,b,b,b,b,AllMatch,NotConMatch,NotMatch
b'B',B,b'Uh-huh. /',B,,b,b,b,b,b,b,AllMatch,NotConMatch,NotMatch
b'A',A,"b'{C But, } {F uh, } {D you know, } basically the guy commits, {D you know } three major crimes [ [ and, +  and, ] +  {F uh, }'",A,,sv,sd,sv,sd,sv,sv,AllNotMatch,ConMatch_eda5_eda3_strong,NotMatch
b'B',B,"b'Yeah,  /'",B,,b,b,b,b,b,b,AllMatch,NotConMatch,NotMatch
b'B',B,"b""[ I, + I ] think that's re-, -/""",B,,sv,sv,sv,%,sv,sv,AllNotMatch,ConMatch_eda5_eda3_strong,NotMatch
b'B',B,b'Yeah. /',B,,b,b,b,b,b,b,AllMatch,NotConMatch,NotMatch
b'B',B,b'Yeah. /',B,,b,b,b,b,b,b,AllMatch,NotConMatch,NotMatch
b'A',A,"b""{C and } we're out, {D you know, } {F uh, } {D you know, } fifteen thousand dollars  /""",A,,sd,sd,sd,sd,sd,sd,AllMatch,NotConMatch,NotMatch
b'A',A,"b'{C and, }'",A,,sd,sd,sd,sd,sd,sd,AllMatch,NotConMatch,NotMatch
b'B',B,"b""That's awful <<faint>>. /""",B,,sv,ba,ba,ba,ba,ba,AllNotMatch,ConMatch,NotMatch
b'A',A,b'{C and } he goes out and commits it again.  /',A,,sd,sd,sd,sd,sd,sd,AllMatch,NotConMatch,NotMatch
b'A',A,"b""Fact, he's back in jail now.  /""",A,,sd,sd,sd,sd,sd,sd,AllMatch,NotConMatch,NotMatch
b'A',A,"b'{C So, } [ what, + what, ] {F uh, } -/'",A,,%,%,%,%,%,%,AllMatch,NotConMatch,NotMatch
b'B',B,b'Gives you sympathy for the vigilantes. /',B,,bf,sv,sv,sv,bf,sv,AllNotMatch,ConMatch_eda4_eda3_strong,NotMatch
b'A',A,b'Yeah.  /',A,,b,b,aa,b,b,b,AllNotMatch,ConMatch_eda5_eda4_strong,NotMatch
b'A',A,"b'[ What, +  what ] deterrent does he really have? /'",A,,qw,qw,qw,qw,qw,qw,AllMatch,NotConMatch,NotMatch
b'B',B,b'Yeah. /',B,,b,b,b,b,b,b,AllMatch,NotConMatch,NotMatch
b'A',A,"b'Yeah,  /'",A,,b,b,b,b,b,b,AllMatch,NotConMatch,NotMatch
b'A',A,"b'I think [ in our, +  in our ] particular neighborhood, vigilantism is becoming a [ real, +  real ] possibility. /'",A,,sv,sv,sv,sv,sv,sv,AllMatch,NotConMatch,NotMatch
b'B',B,b'Uh-huh. /',B,,b,b,b,b,b,b,AllMatch,NotConMatch,NotMatch
b'A',A,"b""{F Uh, } we've had a couple instances where break ins where the people have actually, {D you know, } shot the people -- /""",A,,sd,sd,sd,sd,sd,sd,AllMatch,NotConMatch,NotMatch
b'B',B,"b'{F Oh, } my God. /'",B,,ba,ba,ba,ba,ba,ba,AllMatch,NotConMatch,NotMatch
b'A',A,"b'-- {C and, } {F uh, } return offenders have, - /'",A,,sd,sd,sd,sd,sd,sd,AllMatch,NotConMatch,NotMatch
b'A',A,"b""they've actually waited for them, where they've robbed, {D you know, } particular neighborhood,  /""",A,,sd,sd,sd,sd,sd,sd,AllMatch,NotConMatch,NotMatch
b'A',A,"b""they'll rob one house,  /""",A,,sd,sd,sd,sd,sd,sd,AllMatch,NotConMatch,NotMatch
b'A',A,"b'then other people will wait up, {D you know, }  and wait for somebody to do something else, try to take it in their own hands. /'",A,,sv,sv,sd,sv,sd,sd,AllNotMatch,ConMatch_eda5_eda3_con,NotMatch
b'B',B,b'Right. /',B,,b,b,b,b,b,b,AllMatch,NotConMatch,NotMatch
b'A',A,"b""Course it doesn't always work out in their favor. /""",A,,sv,sd,sv,sv,sv,sv,AllNotMatch,ConMatch,NotMatch
b'B',B,b'Right. /',B,,b,b,b,b,b,b,AllMatch,NotConMatch,NotMatch
b'A',A,"b'{C But, } {F uh, } nevertheless,'",A,,sv,sd,sv,sv,sd,sv,AllNotMatch,ConMatch_eda4_eda3_strong,NotMatch
b'B',B,b'Uh-huh. /',B,,b,b,b,b,b,b,AllMatch,NotConMatch,NotMatch
b'A',A,"b'[ you can, +'",A,,sv,sv,sd,sv,sd,sd,AllNotMatch,ConMatch_eda5_eda3_con,NotMatch
b'B',B,b'Right. /',B,,b,b,b,b,b,b,AllMatch,NotConMatch,NotMatch
b'A',A,"b""you can't get all of us. /""",A,,sv,sv,sv,sv,sd,sv,AllNotMatch,ConMatch_eda4_eda3_strong,NotMatch
b'B',B,b'Uh-huh. /',B,,b,b,b,b,b,b,AllMatch,NotConMatch,NotMatch
b'A',A,"b""{F Uh, } {C and } we're beginning to see more and more of that. /""",A,,sd,sd,sd,sd,sd,sd,AllMatch,NotConMatch,NotMatch
b'B',B,"b""{C And } [ that, +  that's ] a deterrent, too. If you think the home owner might be armed, right, and awake -- /""",B,,sv,sd,sv,sv,sv,sv,AllNotMatch,ConMatch,NotMatch
b'A',A,b'Yeah. /',A,,b,b,b,b,b,b,AllMatch,NotConMatch,NotMatch
b'B',B,"b'-- here you break in,  /'",B,,sd,sd,sd,sd,sd,sd,AllMatch,NotConMatch,NotMatch
b'B',B,"b""{C and } you're going to get shot. /""",B,,sv,sd,sd,sd,sv,sd,AllNotMatch,ConMatch_eda4_eda3_strong,NotMatch
b'A',A,"b'Yeah,  /'",A,,b,b,b,aa,b,b,AllNotMatch,ConMatch_eda5_eda3_strong,NotMatch
b'A',A,"b""[ that's, + {E I mean } that's ] certainly a possibility [ in, + in, ] - /""",A,,sv,sv,sv,sv,sv,sv,AllMatch,NotConMatch,NotMatch
b'A',A,"b'we have had a few cases where the guy has broken in, {D you know, } during the middle of the night and gotten himself shot to death. /'",A,,sd,sd,sd,sd,sd,sd,AllMatch,NotConMatch,NotMatch
b'B',B,b'Uh-huh. /',B,,b,b,b,b,b,b,AllMatch,NotConMatch,NotMatch
b'A',A,"b'{C And, } {F uh, } it helps for a while -- /'",A,,sd,sd,sd,sd,sd,sd,AllMatch,NotConMatch,NotMatch
b'B',B,b'Uh-huh. /',B,,b,b,b,b,b,b,AllMatch,NotConMatch,NotMatch
b'A',A,"b'-- {C but } then just another different set of people come in,  /'",A,,sd,sd,sd,sd,sd,sd,AllMatch,NotConMatch,NotMatch
b'A',A,"b'{C and } most of the people are transients from [ out, + outside ] of the state. /'",A,,sd,sd,sd,sd,sd,sd,AllMatch,NotConMatch,NotMatch
b'B',B,b'{F Huh. } /',B,,%,b,%,b,%,%,AllNotMatch,ConMatch_eda5_eda3_strong,NotMatch
b'A',A,"b""{F Uh, } I would say probably eighty percent of them that are caught, they're from places like up in Oklahoma, and Louisiana, Arkansas, {D you know, } across [ the, +  the ] border. /""",A,,sd,sd,sd,sd,sd,sd,AllMatch,NotConMatch,NotMatch
b'B',B,"b'Wow, /'",B,,ba,ba,ba,ba,ba,ba,AllMatch,NotConMatch,NotMatch
b'A',A,"b""{C So, } {D you know, } people who don't readily read the newspapers in our town or  whatever -- /""",A,,sv,sd,sv,sd,sd,sd,AllNotMatch,ConMatch_eda5_eda4_strong,NotMatch
b'B',B,b'Uh-huh. /',B,,b,b,b,b,b,b,AllMatch,NotConMatch,NotMatch
b'A',A,"b""-- it's not many from the local communities. /""",A,,sd,sd,sd,sd,sd,sd,AllMatch,NotConMatch,NotMatch
b'B',B,b'Uh-huh. /',B,,b,b,b,b,b,b,AllMatch,NotConMatch,NotMatch
b'A',A,"b""{C But, } {F uh, } it's a problem,  /""",A,,sv,sv,sd,sv,sv,sv,AllNotMatch,ConMatch_eda5_eda4_strong,NotMatch
b'A',A,"b'{C and } [ [ I, + I just, ] + I think ] that the court systems need to be more [ accurate [ in, + in, ] + stiffer in ] their penalties, /'",A,,sv,sv,sv,sv,sv,sv,AllMatch,NotConMatch,NotMatch
b'B',B,b'Yeah. /',B,,b,b,b,b,b,b,AllMatch,NotConMatch,NotMatch
b'A',A,b'would be a definite deterrent  /',A,,sv,sv,sv,sv,sv,sv,AllMatch,NotConMatch,NotMatch
b'A',A,"b'[ {C and, } +'",A,,sv,sv,sv,sv,sv,sv,AllMatch,NotConMatch,NotMatch
b'B',B,b'Yeah. /',B,,b,b,b,b,b,b,AllMatch,NotConMatch,NotMatch
b'B',B,b'Uh-huh.  /',B,,b,b,b,b,b,b,AllMatch,NotConMatch,NotMatch
b'B',B,"b'{E I mean, } [ I, + I ] tend to agree with you.  /'",B,,sv,aa,sd,sd,sd,sd,AllNotMatch,ConMatch,NotMatch
b'B',B,"b""I think, {F uh, } what I would like to see is, number one, completely getting rid of these victimless crimes.  {F Uh, } {A there's no reason to enforce those and spend time and money doing it -- }""",B,,sv,sv,sv,sv,sv,sv,AllMatch,NotConMatch,NotMatch
b'A',A,b'Right. /',A,,b,b,b,b,b,b,AllMatch,NotConMatch,NotMatch
b'B',B,"b'{C And } I think one of the big things that you can do [ is, +  to increase deterrence is, ] {F uh, } if someone is found guilty of a, {F uh, } felony level offense, they lose their citizenship.  /'",B,,sv,sv,sv,sv,sv,sv,AllMatch,NotConMatch,NotMatch
b'B',B,b'{C And } they lose their constitutional rights.',B,,sv,sv,sv,sv,sd,sv,AllNotMatch,ConMatch_eda4_eda3_strong,NotMatch
b'A',A,b'Uh-huh. /',A,,b,b,b,b,b,b,AllMatch,NotConMatch,NotMatch
b'B',B,"b""{C and } just a lot of things that we're trying to worry about, {D you know, } protecting these people from, we just don't protect them. /""",B,,sv,sv,sv,sv,sd,sv,AllNotMatch,ConMatch_eda4_eda3_strong,NotMatch
b'A',A,"b""I know {D like } in my wife's case, they made her feel like the criminal. /""",A,,sd,sd,sd,sd,sd,sd,AllMatch,NotConMatch,NotMatch
b'B',B,"b'I know,  /'",B,,sd,aa,aa,aa,aa,aa,AllNotMatch,ConMatch,NotMatch
b'B',B,"b""{C and } [ I think, +  I think ] that's ridiculous. /""",B,,sv,sv,sv,sv,sv,sv,AllMatch,NotConMatch,NotMatch
b'A',A,"b'[ They, +  they ] went to [ all, +  all ] ...  -/'",A,,sd,sd,sd,sd,sv,sd,AllNotMatch,ConMatch_eda4_eda3_strong,NotMatch
b'A',A,"b'Okay,  /'",A,,bk,b,b,b,b,b,AllNotMatch,ConMatch,NotMatch
b'A',A,b'have you painted something lately? /',A,,qy,qy,qy,qy,qy,qy,AllMatch,NotConMatch,NotMatch
b'B',B,"b'Yes,  /'",B,,aa,ny,ny,ny,ny,ny,AllNotMatch,ConMatch,NotMatch
b'B',B,b'I have.  /',B,,sd,sd,sd,sd,sd,sd,AllMatch,NotConMatch,NotMatch
b'B',B,b'That room I showed you. /',B,,sd,sd,sd,sd,sd,sd,AllMatch,NotConMatch,NotMatch
b'A',A,b'Yeah. /',A,,b,b,b,b,b,b,AllMatch,NotConMatch,NotMatch
b'B',B,b'{C And then } since then we have painted the bedroom. /',B,,sd,sd,sd,sd,sd,sd,AllMatch,NotConMatch,NotMatch
b'A',A,"b'{F Oh } yeah,  /'",A,,aa,b,b,b,b,b,AllNotMatch,ConMatch,NotMatch
b'A',A,b'another bedroom. /',A,,^2,sd,sd,sd,sd,sd,AllNotMatch,ConMatch,NotMatch
b'B',B,"b'Yeah,  /'",B,,b,b,aa,b,b,b,AllNotMatch,ConMatch_eda5_eda4_strong,NotMatch
b'B',B,"b""I showed you that one too didn't I?   /""",B,,qy,qy,qy^d,qy,qy,qy,AllNotMatch,ConMatch_eda5_eda4_strong,NotMatch
b'B',B,b'The brown one.  /',B,,sd,sd,na,b^m,sd,sd,AllNotMatch,NotConMatch,ConfMatchSecond124
b'A',A,b'Yeah.  /',A,,b,b,b,ny,b,b,AllNotMatch,ConMatch_eda5_eda3_strong,NotMatch
b'A',A,b'# Yeah.  /',A,,b,b,b,b,b,b,AllMatch,NotConMatch,NotMatch
b'A',A,b'Yeah. # /',A,,b,b,b,b,b,b,AllMatch,NotConMatch,NotMatch
b'B',B,"b'# Yeah,  /'",B,,aa,b,b,b,b,b,AllNotMatch,ConMatch,NotMatch
b'B',B,b'# the one that looks like a fudgesicle. /',B,,sd,sd,sd,sd,sd,sd,AllMatch,NotConMatch,NotMatch
b'A',A,b'{F Oh } yeah  /',A,,b,b,b,b,b,b,AllMatch,NotConMatch,NotMatch
b'A',A,b'<laughter>.',A,,x,x,x,x,x,x,AllMatch,NotConMatch,NotMatch
b'B',B,b'Yeah. /',B,,b,b,b,b,b,b,AllMatch,NotConMatch,NotMatch
b'A',A,b'{F Oh } heavens.  /',A,,ba,ba,ba,ba,ba,ba,AllMatch,NotConMatch,NotMatch
b'A',A,"b'{D Well, } I painted the outside of my house --'",A,,sd,sd,sd,sd,sd,sd,AllMatch,NotConMatch,NotMatch
b'B',B,b'Yeah. /',B,,b,b,b,b,b,b,AllMatch,NotConMatch,NotMatch
b'A',A,"b'{C But } [ I get, + I have ] that problem with [ the + the ] ceiling, {D you know, } [ the, + {F uh, } the ] [ blown, + blown, ] ceiling.'",A,,sd,sd,sd,sd,sd,sd,AllMatch,NotConMatch,NotMatch
b'B',B,b'{F Oh } yeah. /',B,,b,b,b,b,b,b,AllMatch,NotConMatch,NotMatch
b'B',B,"b'{D Well, } that is hard.  /'",B,,sv,ba,sv,sv,sv,sv,AllNotMatch,ConMatch,NotMatch
b'B',B,"b'{D Now, } I asked Janice, or somebody recently how you do that --'",B,,sd,sd,sd,sd,sd,sd,AllMatch,NotConMatch,NotMatch
b'A',A,b'Uh-huh. /',A,,b,b,b,b,b,b,AllMatch,NotConMatch,NotMatch
b'A',A,b'Uh-huh. /',A,,b,b,b,b,b,b,AllMatch,NotConMatch,NotMatch
b'A',A,"b'# {D Well, } # how do you get the edge though? /'",A,,qw,qw,qw,qw,qw,qw,AllMatch,NotConMatch,NotMatch
b'B',B,b'How do you get the edge? /',B,,qw,qw,qw,qw,qw,qw,AllMatch,NotConMatch,NotMatch
b'A',A,b'# [ The + the ] straight edge? # /',A,,qy^d,^2,sd,sd,qy,sd,AllNotMatch,ConMatch_eda4_eda3_con,NotMatch
b'B',B,b'# You # just have to be real careful. /',B,,sd,^2,sv,sv,sd,sv,AllNotMatch,ConMatch_eda4_eda3_con,NotMatch
b'A',A,"b'{F Oh, } I see. /'",A,,bk,ba,bk,bk,bk,bk,AllNotMatch,ConMatch,NotMatch
b'B',B,"b'We use, {F uh, } {F uh, } a two inch brush [ with, + {F uh, } on ] a slant -- /'",B,,sd,sd,sd,sd,sd,sd,AllMatch,NotConMatch,NotMatch
b'A',A,b'Uh-huh.  /',A,,b,b,b,b,b,b,AllMatch,NotConMatch,NotMatch
b'A',A,b'Uh-huh. /',A,,b,b,b,b,b,b,AllMatch,NotConMatch,NotMatch
b'B',B,b'-- {C and } that mostly does it even though you still make mistakes.  /',B,,sv,sv,sv,sd,sv,sv,AllNotMatch,ConMatch_eda5_eda3_strong,NotMatch
b'B',B,b'{C But. } -/',B,,%,%,%,%,%,%,AllMatch,NotConMatch,NotMatch
b'A',A,b'{F Huh. } {D Well } are you going to paint the outside of your house too? /',A,,qy,qy,qy,qy,qy,qy,AllMatch,NotConMatch,NotMatch
b'B',B,"b'{D Well, } yeah.  /'",B,,b,b,ny,ny,ny,ny,AllNotMatch,ConMatch,NotMatch
b'B',B,b'I think I am going to do it this spring actually. /',B,,sd,sd,sd,sd,sd,sd,AllMatch,NotConMatch,NotMatch
b'A',A,b'{F Oh } really? /',A,,bh,bh,bh,bh,bh,bh,AllMatch,NotConMatch,NotMatch
b'B',B,"b'Yeah,  /'",B,,b,b,ny,ny,ny,ny,AllNotMatch,ConMatch,NotMatch
b'B',B,b'there are six houses.  /',B,,sd,sd,sd,sd,sd,sd,AllMatch,NotConMatch,NotMatch
b'B',B,"b'{D See } the people that own the house they, {F uh, } pay for anything like that, that we do.'",B,,sv,sd,sd,sd,sd,sd,AllNotMatch,ConMatch,NotMatch
b'A',A,b'# {F Oh } nice. # /',A,,ba,ba,ba,ba,ba,ba,AllMatch,NotConMatch,NotMatch
b'B',B,b'There are three houses on this street the same color of yellow out of six houses. /',B,,sd,sd,sd,sd,sd,sd,AllMatch,NotConMatch,NotMatch
b'A',A,b'Yeah. /',A,,b,b,b,b,b,b,AllMatch,NotConMatch,NotMatch
b'B',B,"b'{C So, } I am thinking I am going to change it to, {F uh, } something, {D you know, }  /'",B,,sd,sd,sd,sd,sd,sd,AllMatch,NotConMatch,NotMatch
b'B',B,b'the brick is multi color.',B,,sd,sd,sd,sd,sd,sd,AllMatch,NotConMatch,NotMatch
b'A',A,b'Uh-huh. /',A,,b,b,b,b,b,b,AllMatch,NotConMatch,NotMatch
b'A',A,"b'{F Oh, } that will be nice. /'",A,,ba,ba,ba,ba,ba,ba,AllMatch,NotConMatch,NotMatch
b'A',A,b'{F Huh. } /',A,,%,b,%,%,%,%,AllNotMatch,ConMatch,NotMatch
b'A',A,"b'# [ Or, two # tone, +  or two tone. ]'",A,,qy^d,sd,sd,sd,sd,sd,AllNotMatch,ConMatch,NotMatch
b'B',B,b'Yeah. /',B,,b,b,b,b,b,b,AllMatch,NotConMatch,NotMatch
b'B',B,b'There are some columns that could be painted a different color # too. # /',B,,sd,sd,sd,sd,sd,sd,AllMatch,NotConMatch,NotMatch
b'A',A,b'# Uh-huh. # /',A,,b,b,b,b,b,b,AllMatch,NotConMatch,NotMatch
b'B',B,b'What color did you paint your house? /',B,,qw,qw,qw,qw,qw,qw,AllMatch,NotConMatch,NotMatch
b'A',A,b'White. /',A,,sd,sd,sd,sd,sd,sd,AllMatch,NotConMatch,NotMatch
b'B',B,"b'# On the out, # -/'",B,,%,sd,sd,%,%,%,AllNotMatch,ConMatch_eda5_eda4_strong,NotMatch
b'A',A,"b'# {C But, } I # have a problem.  /'",A,,sd,sd,sd,sd,sd,sd,AllMatch,NotConMatch,NotMatch
b'A',A,"b""I can't get up high  /""",A,,sd,sd,sd,sd,sd,sd,AllMatch,NotConMatch,NotMatch
b'A',A,"b""{C and } we can't paint the chimney <laughter>. /""",A,,sd,sd,sd,sd,sd,sd,AllMatch,NotConMatch,NotMatch
b'B',B,"b'{D Well, } you have got to get one of those ladders. /'",B,,ad,sv,sv,qy^d,sv,sv,AllNotMatch,ConMatch_eda5_eda3_strong,NotMatch
b'A',A,b'We have one of those ladders.  /',A,,sd,sd,sd,sd,sd,sd,AllMatch,NotConMatch,NotMatch
b'A',A,b'We are just not willing to get up that high. /',A,,sd,sd,sd,sd,sd,sd,AllMatch,NotConMatch,NotMatch
b'B',B,"b'{F Oh, } yeah. /'",B,,b,b,b,b,b,b,AllMatch,NotConMatch,NotMatch
b'A',A,b'<Laughter>.',A,,x,x,x,x,x,x,AllMatch,NotConMatch,NotMatch
b'B',B,"b'A friend of mine that lives out in your neighborhood, he has done his house  /'",B,,sd,sd,sd,sd,sd,sd,AllMatch,NotConMatch,NotMatch
b'B',B,"b'{C and } that is what he, - /'",B,,sd,%,%,%,%,%,AllNotMatch,ConMatch,NotMatch
b'B',B,b'I was out there last week  /',B,,sd,sd,sd,sd,sd,sd,AllMatch,NotConMatch,NotMatch
b'B',B,b'{C and } he has finished everything except the chimney. /',B,,sd,sd,sd,sd,sd,sd,AllMatch,NotConMatch,NotMatch
b'A',A,"b'{D Well, } we did too.  /'",A,,sd,sd,sd,sd,sd,sd,AllMatch,NotConMatch,NotMatch
b'A',A,b'We did it in the fall  /',A,,sd,sd,sd,sd,sd,sd,AllMatch,NotConMatch,NotMatch
b'A',A,"b""{C and } [ it, + it's ] just too high.  /""",A,,sv,sd,sv,sd,sv,sv,AllNotMatch,ConMatch_eda5_eda3_strong,NotMatch
b'A',A,"b'It is really scary,  /'",A,,sv,sv,sv,sv,sv,sv,AllMatch,NotConMatch,NotMatch
b'A',A,b'[ {C but } -- +',A,,sv,sd,sv,sd,sv,sv,AllNotMatch,ConMatch_eda5_eda3_strong,NotMatch
b'B',B,b'Yeah. /',B,,b,b,b,b,b,b,AllMatch,NotConMatch,NotMatch
b'A',A,b'{C but } it - /',A,,%,%,%,%,%,%,AllMatch,NotConMatch,NotMatch
b'A',A,b'other than doing our own work  I prefer it to a professional. /',A,,sd,sd,sd,sd,sd,sd,AllMatch,NotConMatch,NotMatch
b'B',B,"b'{D Well, } our house in New Mexico, it was stucco,  /'",B,,sd,sd,sd,sd,sd,sd,AllMatch,NotConMatch,NotMatch
b'B',B,"b'{C but } we had all this trim to paint, and lots of it. /'",B,,sd,sd,sd,sd,sd,sd,AllMatch,NotConMatch,NotMatch
b'A',A,b'Yeah. /',A,,b,b,b,b,b,b,AllMatch,NotConMatch,NotMatch
b'B',B,b'{C And } we did basically seventy-five percent of the house  /',B,,sd,sd,sd,sd,sd,sd,AllMatch,NotConMatch,NotMatch
b'B',B,b'{C and } then I was afraid to do the eaves way up high and stuff. /',B,,sd,sd,sd,sd,sd,sd,AllMatch,NotConMatch,NotMatch
b'A',A,b'Uh-huh. /',A,,b,b,b,b,b,b,AllMatch,NotConMatch,NotMatch
b'B',B,"b'{C So, } I hired this man to come in and do it.  A young kid. /'",B,,sd,sd,sd,sd,sd,sd,AllMatch,NotConMatch,NotMatch
b'A',A,b'Uh-huh. /',A,,b,b,b,b,b,b,AllMatch,NotConMatch,NotMatch
