speaker,utt_id,utterance,emotion,sentiment,eda1,eda2,eda3,eda4,eda5,EDA,all_match,con_match,match
b'Ses03M_impro08a_M',005,b'',neu,,sd,sd,sd,sd,sd,sd,AllMatch,NotConMatch,NotMatch
b'Ses03M_impro08a_F',007,b'',fru,,sd,sd,sd,sd,sd,sd,AllMatch,NotConMatch,NotMatch
b'Ses03M_impro08a_M',006,b'',neu,,sd,sd,sd,sd,sd,sd,AllMatch,NotConMatch,NotMatch
b'Ses03M_impro08a_F',008,b'',fru,,sd,sd,sd,sd,sd,sd,AllMatch,NotConMatch,NotMatch
b'Ses03M_impro08a_F',009,b'',fru,,qw,qw,qw,qw,qw,qw,AllMatch,NotConMatch,NotMatch
b'Ses03M_impro08a_M',007,b'',neu,,sd,sd,sd,sd,sd,sd,AllMatch,NotConMatch,NotMatch
b'Ses03M_impro08a_M',008,b'',neu,,sd,sd,sd,sd,sd,sd,AllMatch,NotConMatch,NotMatch
b'Ses03M_impro08a_F',010,b'',fru,,sd,sd,sd,sd,sd,sd,AllMatch,NotConMatch,NotMatch
b'Ses03M_impro08a_M',009,b'',neu,,sd,sd,sd,sd,sd,sd,AllMatch,NotConMatch,NotMatch
b'Ses03M_impro08a_F',011,b'',fru,,qy,qy,qy,qy,qy,qy,AllMatch,NotConMatch,NotMatch
b'Ses03M_impro08a_M',010,b'',neu,,sd,sd,sd,sd,sd,sd,AllMatch,NotConMatch,NotMatch
b'Ses03M_impro08a_F',012,b'',fru,,sd,sd,sd,sd,sd,sd,AllMatch,NotConMatch,NotMatch
b'Ses03M_impro08a_F',013,b'',ang,,sd,ba,sd,sd,ba,sd,AllNotMatch,ConMatch_eda4_eda3_strong,NotMatch
b'Ses03M_impro08a_M',011,b'',fru,,sd,sd,sd,sd,sd,sd,AllMatch,NotConMatch,NotMatch
b'Ses03M_impro08a_F',014,b'',ang,,sd,sd,sd,sd,sd,sd,AllMatch,NotConMatch,NotMatch
b'Ses03M_impro08a_F',015,b'',ang,,sv,sv,sv,sv,aa,sv,AllNotMatch,ConMatch_eda4_eda3_strong,NotMatch
b'Ses03M_impro08a_M',012,b'',neu,,sd,sv,sv,sd,sv,sv,AllNotMatch,ConMatch_eda5_eda3_strong,NotMatch
b'Ses03M_impro08a_F',016,b'',fru,,sd,sd,sd,sd,sd,sd,AllMatch,NotConMatch,NotMatch
b'Ses03M_impro08a_M',013,b'',neu,,sd,sd,sd,sd,sd,sd,AllMatch,NotConMatch,NotMatch
b'Ses03M_impro08a_F',017,b'',fru,,b,b,b,b,b,b,AllMatch,NotConMatch,NotMatch
b'Ses03M_impro08a_F',018,b'',fru,,b,b,b,b,b,b,AllMatch,NotConMatch,NotMatch
b'Ses03M_impro08a_M',014,b'',fru,,qw,br,qw,qw,qw,qw,AllNotMatch,ConMatch,NotMatch
b'Ses03M_impro08a_M',015,b'',fru,,sd,sd,sv,sd,sv,sv,AllNotMatch,ConMatch_eda5_eda3_con,NotMatch
b'Ses03M_impro08a_F',019,b'',fru,,sd,sd,sd,sd,nn,sd,AllNotMatch,ConMatch_eda4_eda3_strong,NotMatch
b'Ses03M_impro08a_M',016,b'',neu,,qw,qh,qw,qw,b,qw,AllNotMatch,ConMatch_eda4_eda3_strong,NotMatch
b'Ses03M_impro08a_F',020,b'',ang,,sd,sd,sd,sd,sd,sd,AllMatch,NotConMatch,NotMatch
b'Ses03M_impro08a_F',021,b'',ang,,sv,sd,sd,sd,sd,sd,AllNotMatch,ConMatch,NotMatch
b'Ses03M_impro08a_M',017,b'',neu,,sd,sd,sd,sd,sd,sd,AllMatch,NotConMatch,NotMatch
b'Ses03M_impro08a_M',018,b'',neu,,"fo_o_fw_""_by_bc",sd,b,"fo_o_fw_""_by_bc",b,b,AllNotMatch,ConMatch_eda5_eda3_con,NotMatch
b'Ses03M_impro08a_F',022,b'',ang,,sd,sd,sd,sd,sd,sd,AllMatch,NotConMatch,NotMatch
b'Ses03M_impro08a_F',023,b'',fru,,sv,sv,sv,sd,sd,sd,AllNotMatch,ConMatch_eda5_eda4_con,NotMatch
b'Ses03M_impro08a_M',019,b'',neu,,sd,sd,^q,sd,sd,sd,AllNotMatch,ConMatch_eda5_eda4_strong,NotMatch
b'Ses03M_impro08a_F',024,b'',fru,,sd,sv,fc,sv,sv,sv,AllNotMatch,ConMatch_eda5_eda4_strong,NotMatch
b'Ses03M_impro08a_F',025,b'',fru,,sd,sd,sv,sv,sv,sv,AllNotMatch,ConMatch,NotMatch
b'Ses03M_impro08a_M',020,b'',neu,,sd,sd,sd,sd,sd,sd,AllMatch,NotConMatch,NotMatch
b'Ses03M_impro08a_F',026,b'',xxx,,ad,sd,^q,sd,sd,sd,AllNotMatch,ConMatch_eda5_eda4_strong,NotMatch
b'Ses03M_impro08a_M',021,b'',neu,,sd,sd,ad,sd,sd,sd,AllNotMatch,ConMatch_eda5_eda4_strong,NotMatch
b'Ses03M_impro08a_F',027,b'',fru,,sv,sv,sv,sv,sv,sv,AllMatch,NotConMatch,NotMatch
b'Ses03M_impro08a_M',022,b'',neu,,sd,sd,sd,sd,sd,sd,AllMatch,NotConMatch,NotMatch
b'Ses03M_impro08a_F',028,b'',fru,,sd,sd,sd,sd,sd,sd,AllMatch,NotConMatch,NotMatch
b'Ses03M_impro08a_M',023,b'',neu,,%,sd,sd,sd,ba,sd,AllNotMatch,ConMatch_eda4_eda3_strong,NotMatch
b'Ses03M_impro08a_F',029,b'',fru,,fp,qy,fp,qy,qy,qy,AllNotMatch,ConMatch_eda5_eda4_strong,NotMatch
b'Ses03M_impro08a_F',030,b'',fru,,sd,sd,ad,sd,qy,sd,AllNotMatch,NotConMatch,ConfMatchFirst123
b'Ses03M_impro08a_M',024,b'',neu,,qw,^q,^q,^q,qw,^q,AllNotMatch,ConMatch_eda4_eda3_strong,NotMatch
b'Ses03M_impro08a_F',031,b'',fru,,sd,sd,sd,^q,sd,sd,AllNotMatch,ConMatch_eda5_eda3_strong,NotMatch
b'Ses03M_impro08a_F',032,b'',fru,,sd,sd,sd,sd,sd,sd,AllMatch,NotConMatch,NotMatch
b'Ses03M_impro08a_M',025,b'',neu,,sd,sd,sd,sd,sd,sd,AllMatch,NotConMatch,NotMatch
b'Ses03M_impro08a_F',033,b'',fru,,qy,qh,ad,sd,sd,sd,AllNotMatch,ConMatch_eda5_eda4_con,NotMatch
b'Ses03M_impro08a_M',026,b'',neu,,sd,sd,sd,sd,sd,sd,AllMatch,NotConMatch,NotMatch
b'Ses03M_impro08a_F',034,b'',fru,,qy^d,qy,qy^d,qy,qy,qy,AllNotMatch,ConMatch_eda5_eda4_strong,NotMatch
b'Ses03M_impro08a_M',027,b'',neu,,sd,sd,sd,na,sd,sd,AllNotMatch,ConMatch_eda5_eda3_strong,NotMatch
b'Ses03M_impro08a_F',035,b'',fru,,qw,qy,qw,qw,qw,qw,AllNotMatch,ConMatch,NotMatch
b'Ses03M_impro06_F',000,b'',sad,,sd,sd,sd,sd,sd,sd,AllMatch,NotConMatch,NotMatch
b'Ses03M_impro06_M',000,b'',sad,,qw,qw,qw,qw,qw,qw,AllMatch,NotConMatch,NotMatch
b'Ses03M_impro06_M',001,b'',sad,,sd,sd,sd,sd,sd,sd,AllMatch,NotConMatch,NotMatch
b'Ses03M_impro06_F',001,b'',sad,,sv,sv,sv,sv,sv,sv,AllMatch,NotConMatch,NotMatch
b'Ses03M_impro06_M',002,b'',sad,,sd,sd,sd,sd,sv,sd,AllNotMatch,ConMatch_eda4_eda3_strong,NotMatch
b'Ses03M_impro06_F',002,b'',sad,,sd,sd,sd,sd,sd,sd,AllMatch,NotConMatch,NotMatch
b'Ses03M_impro06_M',003,b'',sad,,ba,sd,sd,sd,sd,sd,AllNotMatch,ConMatch,NotMatch
b'Ses03M_impro06_F',003,b'',sad,,sd,sd,^q,^q,sd,^q,AllNotMatch,ConMatch_eda4_eda3_con,NotMatch
b'Ses03M_impro06_F',004,b'',sad,,sv,sv,sv,sv,sv,sv,AllMatch,NotConMatch,NotMatch
b'Ses03M_impro06_M',004,b'',sad,,sd,sd,sd,sd,sd,sd,AllMatch,NotConMatch,NotMatch
b'Ses03M_impro06_M',005,b'',sad,,sd,sd,sd,sd,sd,sd,AllMatch,NotConMatch,NotMatch
b'Ses03M_impro06_M',006,b'',sad,,sd,sd,sd,sd,sd,sd,AllMatch,NotConMatch,NotMatch
b'Ses03M_impro06_F',005,b'',sad,,sd,sd,sv,sd,sv,sv,AllNotMatch,ConMatch_eda5_eda3_con,NotMatch
b'Ses03M_impro06_M',007,b'',sad,,sd,sd,sd,sv,sd,sd,AllNotMatch,ConMatch_eda5_eda3_strong,NotMatch
b'Ses03M_impro06_M',008,b'',sad,,sv,sd,sv,sd,sd,sd,AllNotMatch,ConMatch_eda5_eda4_strong,NotMatch
b'Ses03M_impro06_F',006,b'',xxx,,sd,sd,sd,sd,sd,sd,AllMatch,NotConMatch,NotMatch
b'Ses03M_impro06_M',009,b'',sad,,sd,sd,sd,sd,sd,sd,AllMatch,NotConMatch,NotMatch
b'Ses03M_impro06_F',007,b'',sad,,sd,sd,sd,sd,sd,sd,AllMatch,NotConMatch,NotMatch
b'Ses03M_impro06_M',010,b'',sad,,br,br,br,qw,qw,qw,AllNotMatch,ConMatch_eda5_eda4_con,NotMatch
b'Ses03M_impro06_M',011,b'',sad,,sd,ad,sd,sd,sd,sd,AllNotMatch,ConMatch,NotMatch
b'Ses03M_impro06_M',012,b'',sad,,sv,sv,sv,sv,sv,sv,AllMatch,NotConMatch,NotMatch
b'Ses03M_impro06_F',008,b'',sad,,sd,sd,sd,sd,sd,sd,AllMatch,NotConMatch,NotMatch
b'Ses03M_impro06_M',013,b'',sad,,sd,sd,sd,sd,sd,sd,AllMatch,NotConMatch,NotMatch
b'Ses03M_impro06_F',009,b'',sad,,sd,sd,sd,sd,sd,sd,AllMatch,NotConMatch,NotMatch
b'Ses03M_impro06_M',014,b'',sad,,sd,sd,sd,qy,qy,qy,AllNotMatch,ConMatch_eda5_eda4_con,NotMatch
b'Ses03M_impro06_M',015,b'',sad,,sd,sd,sd,^q,sd,sd,AllNotMatch,ConMatch_eda5_eda3_strong,NotMatch
b'Ses03M_impro06_M',016,b'',sad,,sv,qh,sv,qh,sv,sv,AllNotMatch,ConMatch_eda5_eda3_strong,NotMatch
b'Ses03M_impro06_M',017,b'',sad,,sd,sd,sd,sd,sd,sd,AllMatch,NotConMatch,NotMatch
b'Ses03M_impro06_F',010,b'',sad,,%,qy,sd,sd,br,sd,AllNotMatch,ConMatch_eda4_eda3_con,NotMatch
b'Ses03M_impro06_F',011,b'',sad,,sd,sd,sd,sd,sd,sd,AllMatch,NotConMatch,NotMatch
b'Ses03M_impro06_M',018,b'',sad,,sv,sv,sv,sv,sv,sv,AllMatch,NotConMatch,NotMatch
b'Ses03M_impro06_M',019,b'',sad,,sv,sv,sv,sv,sv,sv,AllMatch,NotConMatch,NotMatch
b'Ses03M_impro06_M',020,b'',sad,,sd,sd,sd,sd,sd,sd,AllMatch,NotConMatch,NotMatch
b'Ses03M_impro06_M',021,b'',sad,,sv,sv,sv,sv,qy,sv,AllNotMatch,ConMatch_eda4_eda3_strong,NotMatch
b'Ses03M_impro06_M',022,b'',sad,,sd,sd,sv,sd,sd,sd,AllNotMatch,ConMatch_eda5_eda4_strong,NotMatch
b'Ses03M_impro06_F',012,b'',sad,,sd,sd,sv,sd,sd,sd,AllNotMatch,ConMatch_eda5_eda4_strong,NotMatch
b'Ses03M_impro06_F',013,b'',sad,,sd,ad,ad,^q,sd,xx,AllNotMatch,NotConMatch,NotMatch
b'Ses03M_impro06_M',023,b'',sad,,sd,sd,sd,sd,sd,sd,AllMatch,NotConMatch,NotMatch
b'Ses03M_impro06_F',014,b'',sad,,sd,sv,sv,sv,sd,sv,AllNotMatch,ConMatch_eda4_eda3_strong,NotMatch
b'Ses03M_impro06_F',015,b'',sad,,sd,sd,sd,sd,fc,sd,AllNotMatch,ConMatch_eda4_eda3_strong,NotMatch
b'Ses03M_impro06_M',024,b'',sad,,sd,sd,^q,sd,sd,sd,AllNotMatch,ConMatch_eda5_eda4_strong,NotMatch
b'Ses03M_impro06_M',025,b'',sad,,sv,sd,sv,sv,sd,sv,AllNotMatch,ConMatch_eda4_eda3_strong,NotMatch
b'Ses03M_impro06_M',026,b'',sad,,sd,sd,sd,sd,sd,sd,AllMatch,NotConMatch,NotMatch
b'Ses03M_impro06_M',027,b'',sad,,sd,sd,sd,sd,sd,sd,AllMatch,NotConMatch,NotMatch
b'Ses03M_impro06_M',028,b'',sad,,fc,fc,b,"fo_o_fw_""_by_bc",b,b,AllNotMatch,ConMatch_eda5_eda3_con,NotMatch
b'Ses03M_impro06_M',029,b'',sad,,sd,sd,sd,sd,sd,sd,AllMatch,NotConMatch,NotMatch
b'Ses03M_impro06_F',016,b'',sad,,qw,^q,ad,sd,qw,qw,AllNotMatch,NotConMatch,ConfMatchOnlyTwo12
b'Ses03M_impro06_M',030,b'',sad,,sd,fp,sd,sd,sd,sd,AllNotMatch,ConMatch,NotMatch
b'Ses03M_impro06_F',017,b'',sad,,"fo_o_fw_""_by_bc",qy,fp,qo,bk,xx,AllNotMatch,NotConMatch,NotMatch
b'Ses03M_impro06_M',031,b'',sad,,sd,sd,sd,sd,sd,sd,AllMatch,NotConMatch,NotMatch
b'Ses03M_impro06_M',032,b'',sad,,sd,sd,sd,sd,sd,sd,AllMatch,NotConMatch,NotMatch
b'Ses03M_impro06_F',018,b'',sad,,sd,sv,sd,sv,sv,sv,AllNotMatch,ConMatch_eda5_eda4_strong,NotMatch
b'Ses03M_impro06_F',019,b'',sad,,qw,qy,qw,qy,ny,xx,AllNotMatch,NotConMatch,NotMatch
b'Ses03M_impro06_F',020,b'',sad,,sd,sd,sd,sd,sv,sd,AllNotMatch,ConMatch_eda4_eda3_strong,NotMatch
b'Ses03F_impro04_F',000,b'',fru,,qy,sd,qy,qy,sv,qy,AllNotMatch,ConMatch_eda4_eda3_strong,NotMatch
b'Ses03F_impro04_M',000,b'',neu,,sv,sv,sv,sv,sv,sv,AllMatch,NotConMatch,NotMatch
b'Ses03F_impro04_F',001,b'',fru,,sv,sd,sv,sd,sv,sv,AllNotMatch,ConMatch_eda5_eda3_strong,NotMatch
b'Ses03F_impro04_M',001,b'',neu,,sd,sd,sv,sv,sd,sv,AllNotMatch,ConMatch_eda4_eda3_con,NotMatch
b'Ses03F_impro04_F',002,b'',sad,,qy^d,qy,qy,qy^d,qy,qy,AllNotMatch,ConMatch_eda5_eda3_strong,NotMatch
b'Ses03F_impro04_F',003,b'',fru,,sd,sd,sd,ng,sd,sd,AllNotMatch,ConMatch_eda5_eda3_strong,NotMatch
b'Ses03F_impro04_M',002,b'',neu,,br,qw,qw,qw,br,qw,AllNotMatch,ConMatch_eda4_eda3_strong,NotMatch
b'Ses03F_impro04_M',003,b'',neu,,sd,sd,sd,sd,sd,sd,AllMatch,NotConMatch,NotMatch
b'Ses03F_impro04_F',004,b'',fru,,b,sd,sd,^q,ba,xx,AllNotMatch,NotConMatch,NotMatch
b'Ses03F_impro04_M',004,b'',neu,,b,fc,ad,ad,ba,ad,AllNotMatch,ConMatch_eda4_eda3_con,NotMatch
b'Ses03F_impro04_F',005,b'',fru,,sd,sd,sv,sd,sv,sv,AllNotMatch,ConMatch_eda5_eda3_con,NotMatch
b'Ses03F_impro04_M',005,b'',neu,,br,br,br,qw,b,xx,AllNotMatch,NotConMatch,NotMatch
b'Ses03F_impro04_M',006,b'',neu,,sd,sd,sd,sd,sd,sd,AllMatch,NotConMatch,NotMatch
b'Ses03F_impro04_F',006,b'',fru,,sd,sd,sd,sd,sd,sd,AllMatch,NotConMatch,NotMatch
b'Ses03F_impro04_M',007,b'',neu,,sd,sv,sd,sv,sv,sv,AllNotMatch,ConMatch_eda5_eda4_strong,NotMatch
b'Ses03F_impro04_F',007,b'',fru,,qw,qh,qw,qw,qw,qw,AllNotMatch,ConMatch,NotMatch
b'Ses03F_impro04_M',008,b'',neu,,qw,qh,qy,qw,qw,qw,AllNotMatch,ConMatch_eda5_eda4_strong,NotMatch
b'Ses03F_impro04_F',008,b'',fru,,qy,qy,qy,qy,qy,qy,AllMatch,NotConMatch,NotMatch
b'Ses03F_impro04_M',009,b'',neu,,sd,sd,sv,na,sd,sd,AllNotMatch,NotConMatch,ConfMatchFirst123
b'Ses03F_impro04_F',009,b'',fru,,fc,aa,sv,sv,ba,sv,AllNotMatch,ConMatch_eda4_eda3_con,NotMatch
b'Ses03F_impro04_F',010,b'',fru,,fc,sd,sd,sd,sd,sd,AllNotMatch,ConMatch,NotMatch
b'Ses03F_impro04_M',010,b'',neu,,sd,sd,sd,sd,sd,sd,AllMatch,NotConMatch,NotMatch
b'Ses03F_impro04_F',011,b'',sur,,sd,sd,sd,sd,sd,sd,AllMatch,NotConMatch,NotMatch
b'Ses03F_impro04_M',011,b'',neu,,sd,sd,sd,sd,sd,sd,AllMatch,NotConMatch,NotMatch
b'Ses03F_impro04_F',012,b'',fru,,sd,sd,sd,sd,sd,sd,AllMatch,NotConMatch,NotMatch
b'Ses03F_impro04_M',012,b'',neu,,sd,sd,sd,^q,sd,sd,AllNotMatch,ConMatch_eda5_eda3_strong,NotMatch
b'Ses03F_impro04_F',013,b'',fru,,sd,sd,sd,sd,sd,sd,AllMatch,NotConMatch,NotMatch
b'Ses03F_impro04_F',014,b'',fru,,qy,qy,qy,qy,qy,qy,AllMatch,NotConMatch,NotMatch
b'Ses03F_impro04_F',015,b'',xxx,,sd,sd,sd,sd,sd,sd,AllMatch,NotConMatch,NotMatch
b'Ses03F_impro04_M',013,b'',neu,,qw,qy,qw,qw,qw,qw,AllNotMatch,ConMatch,NotMatch
b'Ses03F_impro04_F',016,b'',xxx,,sd,sd,sd,sd,sd,sd,AllMatch,NotConMatch,NotMatch
b'Ses03F_impro04_M',014,b'',neu,,sv,sv,sv,sv,sd,sv,AllNotMatch,ConMatch_eda4_eda3_strong,NotMatch
b'Ses03F_impro04_F',017,b'',fru,,sd,sd,sd,sd,sd,sd,AllMatch,NotConMatch,NotMatch
b'Ses03F_impro04_F',018,b'',fru,,qw,qh,qw,qw,qw,qw,AllNotMatch,ConMatch,NotMatch
b'Ses03F_impro04_M',015,b'',neu,,sd,sd,sd,sd,sd,sd,AllMatch,NotConMatch,NotMatch
b'Ses03F_impro04_F',019,b'',xxx,,sv,sv,sv,sv,sv,sv,AllMatch,NotConMatch,NotMatch
b'Ses03F_impro04_F',020,b'',xxx,,ad,ad,ad,ad,fc,ad,AllNotMatch,ConMatch_eda4_eda3_strong,NotMatch
b'Ses03F_impro04_M',016,b'',neu,,sd,sd,sd,sd,sd,sd,AllMatch,NotConMatch,NotMatch
b'Ses03F_impro04_F',021,b'',fru,,sd,sd,sd,sd,fc,sd,AllNotMatch,ConMatch_eda4_eda3_strong,NotMatch
b'Ses03F_impro04_F',022,b'',sad,,sd,sd,sd,sd,sd,sd,AllMatch,NotConMatch,NotMatch
b'Ses03F_impro04_M',017,b'',neu,,qw,qy,sd,qy,qy,qy,AllNotMatch,ConMatch_eda5_eda4_strong,NotMatch
b'Ses03F_impro04_F',023,b'',sad,,sd,sd,sd,^q,sd,sd,AllNotMatch,ConMatch_eda5_eda3_strong,NotMatch
b'Ses03F_impro04_M',018,b'',neu,,sv,sv,sv,qy,sv,sv,AllNotMatch,ConMatch_eda5_eda3_strong,NotMatch
b'Ses03F_impro04_F',024,b'',sad,,sd,sd,fc,sd,sd,sd,AllNotMatch,ConMatch_eda5_eda4_strong,NotMatch
b'Ses03F_impro04_M',019,b'',neu,,qy,sd,ad,qy,qy^d,qy,AllNotMatch,NotConMatch,ConfMatchOnlyTwo12
b'Ses03F_impro04_F',025,b'',xxx,,sd,fc,ad,^q,fc,xx,AllNotMatch,NotConMatch,NotMatch
b'Ses03F_impro04_M',020,b'',xxx,,qw,qw,qw,qw,qw,qw,AllMatch,NotConMatch,NotMatch
b'Ses03F_impro04_F',026,b'',fru,,qw,qy,qw,qw,qw,qw,AllNotMatch,ConMatch,NotMatch
b'Ses03F_impro07_M',000,b'',neu,,sd,sd,sv,sd,sd,sd,AllNotMatch,ConMatch_eda5_eda4_strong,NotMatch
b'Ses03F_impro07_F',000,b'',xxx,,sv,sd,sv,sd,sv,sv,AllNotMatch,ConMatch_eda5_eda3_strong,NotMatch
b'Ses03F_impro07_M',001,b'',neu,,sd,sd,sv,sv,sd,sv,AllNotMatch,ConMatch_eda4_eda3_con,NotMatch
b'Ses03F_impro07_F',001,b'',hap,,sd,sd,sd,sv,sd,sd,AllNotMatch,ConMatch_eda5_eda3_strong,NotMatch
b'Ses03F_impro07_M',002,b'',xxx,,sd,sd,sd,sd,sd,sd,AllMatch,NotConMatch,NotMatch
b'Ses03F_impro07_F',002,b'',xxx,,qy,qy,qy,qy,qy,qy,AllMatch,NotConMatch,NotMatch
b'Ses03F_impro07_M',003,b'',neu,,qy,qy^d,qy,qy,qy,qy,AllNotMatch,ConMatch,NotMatch
b'Ses03F_impro07_F',003,b'',sur,,b,aa,na,ny,ny,ny,AllNotMatch,ConMatch_eda5_eda4_con,NotMatch
b'Ses03F_impro07_M',004,b'',neu,,sd,sd,sd,sd,sd,sd,AllMatch,NotConMatch,NotMatch
b'Ses03F_impro07_F',004,b'',hap,,qw,qw,qw,qw,br,qw,AllNotMatch,ConMatch_eda4_eda3_strong,NotMatch
b'Ses03F_impro07_M',005,b'',xxx,,sd,sd,sd,sd,sd,sd,AllMatch,NotConMatch,NotMatch
b'Ses03F_impro07_F',005,b'',hap,,ba,ba,ba,ad,ba,ba,AllNotMatch,ConMatch_eda5_eda3_strong,NotMatch
b'Ses03F_impro07_M',006,b'',xxx,,sv,sv,sv,sv,sv,sv,AllMatch,NotConMatch,NotMatch
b'Ses03F_impro07_F',006,b'',xxx,,sd,sd,sd,sd,sd,sd,AllMatch,NotConMatch,NotMatch
b'Ses03F_impro07_M',007,b'',xxx,,sv,sv,sd,sd,sd,sd,AllNotMatch,ConMatch,NotMatch
b'Ses03F_impro07_M',008,b'',exc,,sv,sv,sd,sd,sd,sd,AllNotMatch,ConMatch,NotMatch
b'Ses03F_impro07_F',007,b'',exc,,sv,sv,sd,sv,sv,sv,AllNotMatch,ConMatch_eda5_eda4_strong,NotMatch
b'Ses03F_impro07_M',009,b'',sur,,sv,sv,sv,sv,sv,sv,AllMatch,NotConMatch,NotMatch
b'Ses03F_impro07_M',010,b'',xxx,,sd,sd,sd,sd,sd,sd,AllMatch,NotConMatch,NotMatch
b'Ses03F_impro07_F',008,b'',exc,,sd,sd,sd,sd,sd,sd,AllMatch,NotConMatch,NotMatch
b'Ses03F_impro07_M',011,b'',exc,,sv,sv,sv,sv,sd,sv,AllNotMatch,ConMatch_eda4_eda3_strong,NotMatch
b'Ses03F_impro07_F',009,b'',exc,,sd,sd,sd,sd,sd,sd,AllMatch,NotConMatch,NotMatch
b'Ses03F_impro07_F',010,b'',xxx,,sv,sd,sv,sd,sd,sd,AllNotMatch,ConMatch_eda5_eda4_strong,NotMatch
b'Ses03F_impro07_F',011,b'',exc,,sv,sd,sd,sv,sv,sv,AllNotMatch,ConMatch_eda5_eda4_strong,NotMatch
b'Ses03F_impro07_M',012,b'',neu,,sd,sd,sd,sd,sd,sd,AllMatch,NotConMatch,NotMatch
b'Ses03F_impro07_F',012,b'',hap,,qy,qy,qy,qy,qy,qy,AllMatch,NotConMatch,NotMatch
b'Ses03F_impro07_M',013,b'',exc,,sd,sd,sd,na,sd,sd,AllNotMatch,ConMatch_eda5_eda3_strong,NotMatch
b'Ses03F_impro07_F',013,b'',hap,,sv,sv,sv,qy,qy,qy,AllNotMatch,ConMatch_eda5_eda4_con,NotMatch
b'Ses03F_impro07_M',014,b'',exc,,sd,sv,sv,sd,sv,sv,AllNotMatch,ConMatch_eda5_eda3_strong,NotMatch
b'Ses03F_impro07_F',014,b'',exc,,sd,sd,sd,sd,sd,sd,AllMatch,NotConMatch,NotMatch
b'Ses03F_impro07_M',015,b'',exc,,sd,sd,sd,sd,sd,sd,AllMatch,NotConMatch,NotMatch
b'Ses03F_impro07_F',015,b'',neu,,qw,qh,qw,qw,qw,qw,AllNotMatch,ConMatch,NotMatch
b'Ses03F_impro07_M',016,b'',xxx,,qy^d,qy,bf,qy,qy,qy,AllNotMatch,ConMatch_eda5_eda4_strong,NotMatch
b'Ses03F_impro07_F',016,b'',exc,,qy,qy,^q,qy,qy,qy,AllNotMatch,ConMatch_eda5_eda4_strong,NotMatch
b'Ses03F_impro07_M',017,b'',sur,,sd,qw,^q,qh,qy,xx,AllNotMatch,NotConMatch,NotMatch
b'Ses03F_impro07_M',018,b'',sur,,ad,ad,^q,ad,ad,ad,AllNotMatch,ConMatch_eda5_eda4_strong,NotMatch
b'Ses03F_impro07_F',017,b'',hap,,sd,sd,sd,sd,qy,sd,AllNotMatch,ConMatch_eda4_eda3_strong,NotMatch
b'Ses03F_impro07_F',018,b'',xxx,,sd,sd,sd,fc,sd,sd,AllNotMatch,ConMatch_eda5_eda3_strong,NotMatch
b'Ses03F_impro07_F',019,b'',hap,,sd,sd,sd,sd,sd,sd,AllMatch,NotConMatch,NotMatch
b'Ses03F_impro07_M',019,b'',exc,,qy,ad,qy,qy,sd,qy,AllNotMatch,ConMatch_eda4_eda3_strong,NotMatch
b'Ses03F_impro07_F',020,b'',exc,,b,^2,ad,sd,b,xx,AllNotMatch,NotConMatch,NotMatch
b'Ses03F_impro07_M',020,b'',xxx,,sd,qy^d,ad,qy,qy,qy,AllNotMatch,ConMatch_eda5_eda4_con,NotMatch
b'Ses03F_impro07_M',021,b'',neu,,qy,qy,qy,qy,qy,qy,AllMatch,NotConMatch,NotMatch
b'Ses03F_impro07_F',021,b'',exc,,b,aa,ny,ny,ny,ny,AllNotMatch,ConMatch,NotMatch
b'Ses03F_impro07_M',022,b'',exc,,qy,qy,qy^d,qy,qy,qy,AllNotMatch,ConMatch_eda5_eda4_strong,NotMatch
b'Ses03F_impro07_F',022,b'',exc,,qy^d,qy,qy^d,qy,qy,qy,AllNotMatch,ConMatch_eda5_eda4_strong,NotMatch
b'Ses03F_impro07_M',023,b'',neu,,ba,ba,ba,no,nn,ba,AllNotMatch,NotConMatch,ConfMatchFirst123
b'Ses03F_impro07_F',023,b'',hap,,qy^d,qy^d,sd,qy,qy,qy,AllNotMatch,ConMatch_eda5_eda4_con,NotMatch
b'Ses03F_impro07_M',024,b'',xxx,,sd,sd,sd,sd,sd,sd,AllMatch,NotConMatch,NotMatch
b'Ses03F_impro07_F',024,b'',xxx,,sd,sd,sd,sd,sd,sd,AllMatch,NotConMatch,NotMatch
b'Ses03F_impro07_F',025,b'',hap,,sd,sd,sd,sd,sd,sd,AllMatch,NotConMatch,NotMatch
b'Ses03F_impro07_M',025,b'',neu,,qw,qy,^q,qo,b,xx,AllNotMatch,NotConMatch,NotMatch
b'Ses03F_impro07_F',026,b'',exc,,qw,qw,qw,qw,qw,qw,AllMatch,NotConMatch,NotMatch
b'Ses03F_impro07_F',027,b'',exc,,sd,sd,sd,sd,sd,sd,AllMatch,NotConMatch,NotMatch
b'Ses03F_impro07_M',026,b'',exc,,sd,sd,b^m,b^m,sd,b^m,AllNotMatch,ConMatch_eda4_eda3_con,NotMatch
b'Ses03F_impro07_F',028,b'',exc,,qw,qy,qo,qw,qw,qw,AllNotMatch,ConMatch_eda5_eda4_strong,NotMatch
b'Ses03F_impro07_F',029,b'',exc,,sd,sd,sd,sd,sd,sd,AllMatch,NotConMatch,NotMatch
b'Ses03F_impro07_M',027,b'',exc,,sd,sd,sd,sd,sd,sd,AllMatch,NotConMatch,NotMatch
